"Change
Ind.","Valid
From","Valid
Until",ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date","Special Event and 
Crisis"
,,,EDLO1031,,,,ESEGA,"NOT AVBL FOR TFC
ABV FL315 AT ESEGA & VIA 
LOVVN17 AND-THEN VIA EDUUDON1D EXC VIA
(ESEGA DCT ABTAL) 04:00..05:00 (03:00..04:00)",04:00-22:30 (03:00-21:30) ,S,Free Route Flow restriction to forbid westbound (entry) traffic  via EDUUFRAE EX point ESEGA during day to one limited option during 1hour (and not to restrict eastbound exit traffic H24 or to restrict bi-directional flows during night).,,EDUUUAC,"ED,LO",13 JAN 2025,
,,,EDLO1032,,,,SUBEN,"NOT AVBL FOR TFC
1. ABV FL315 AT SUBEN  
    a. VIA LOVVN17 AND-THEN VIA EDUUDON1D
   EXC
        i) VIA (SUBEN DCT AKINI)
        ii) VIA (SUBEN Q162 ERMEL)
    b. VIA EDUUDON1D AND-THEN VIA LOVVN17","1. a. 04:00-21:30 (03:00-20:30)
1. b. 04:00-22:30 (03:00-21:30)",S,"Free Route Flow restriction to allow during daytime only  the westbound main traffic  via SUBEN DCT AKINI or via Q162-see AIP available times- (both for ARR) and additionally to allow nighttime overflight traffic  via EDUUFRAE I point SUBEN westbound 1 hour earlier.
Note, for DCT in option 1a. i) RAD ANNEX 3B refers (H24, FL315-660). The usage of (not listed) SUBEN T161 AKINI is limited for ARR below FL315 at SUBEN.",,EDUUUAC,"ED,LO",13 JAN 2025,
,,,EDLO1033,,,,RENKA,"NOT AVBL FOR TFC
ABV FL315 EXC VIA
1. RENKA (DCT,L610) MAMOR
2. RENKA DCT (ASPAT, EXITI, INBED, KEMES, PETIX)
3. RENKA AND-THEN VIA EDUUERL1R
4. RENKA AND-THEN VIA RUDNO",04:00..22:30 (03:00..21:30),S,"Free Route Flow restriction for NW bound flows via EDUUDON1D (MIN FL315) to allow shorter routing or dedicated routing around EDR171and to ensure certain segregated DCT sequence allowing FL changes, optimum tactical handling and respecting LoA conditions.
Option 4 allows those flows not via EDUUERL1R (ARR EDVK with descend or turns into LKAAFIR).",,EDUUUAC,"ED,LO",28 FEB 2024,
,,,EDLO1034,,,,LAMSI,"NOT AVBL FOR TFC
1. ABV FL315 AT LAMSI & VIA LOVVN17 AND-THEN VIA EDUUDON1D   EXC 
    a. VIA LAMSI AND-THEN VIA RUDNO
    b. VIA LAMSI AND-THEN VIA EDUUERL1R
    c. VIA (LAMSI DCT (ASPAT, INBED, MAMOR, PETIX))",04:00-22:30 (03:00-21:30) ,S,"Free Route Flow restriction respecting LoA and OLDI conditions.
Listed DCTs H24 MIN FL315 (EDUUFRAE). 
Option 1. a. enables turns towards LKAAFIR and ARR EDVK with early descend.
Option 1. b. enables all x-border RAD ANNEX 3B DCT from LAMSI into /beyound EDUUFRAE and H24 MIN FL315 connection to E points EDUUFRAE.",,EDUUUAC,"ED,LO",13 JAN 2025,
,,,EDLO1035,,,,DEXIT,"NOT AVBL FOR TFC
1. ABV FL315 AT DEXIT & VIA LOVVN17 AND-THEN VIA EDUUDON1D   EXC
    a. VIA DEXIT AND-THEN VIA RUDNO
    b. VIA DEXIT AND-THEN VIA EDUUERL1R
    c. VIA (DEXIT DCT (ASPAT, INBED, MAMOR, PETIX))",04:00-22:30 (03:00-21:30) ,S,"Free Route Flow restriction respecting LoA and OLDI conditions.
Listed DCTs H24 MIN FL315 (EDUUFRAE). 
(option 1. b. enables all x-border RAD ANNEX 3B DCT from LAMSI into /beyound EDUUFRAE and H24 MIN FL315 connection to E points EDUUFRAE)",,EDUUUAC,"ED,LO",13 JAN 2025,
,,,EDLO1036,,,,SIMBA,"NOT AVBL FOR TFC
1.	DEP LD**, LG**, LQ**  and then 
    ARR EDDB, ES**, EF** 
2.  DEP LI** with ARR EDDB, ES**, EF** except via (MALUG, TIBRO)
3.  DEP EDDB, ES**, EF** and then
    a) ARR LI** except via (DETSA, TIBRO)
    b) ARR LD**, LG**, LQ**","AIRAC MAY.. FIRST AIRAC OCT
H24",C,"To force traffic via more optimum routes, normally via LO-LK boundary, off-loading EDUUDON1D sector.
(option 2 and 3a kept available as off-load routing EDUUCHI or ALP sector  to/from Northern Italy).
Northbound route suggestion
TIVAP DCT UPEGU DCT BEKVI DCT HDO or for ARR EDDB: UPEGU DCT BEKVI/F300 DCT BEFRE. 
Southbound route suggestion
MAREM DCT BUDEX DCT LIMRA (LIMRA as example to stay east of LOVVB15 sector) or HDO DCT GOLOP DCT VOZ DCT LANUX (and further DCT clear of LOVVN15 sector)",,"EDUUUAC, EDMMACC, LOVVACC","ED,LO",22 MAR 2024,
,,,EDLO1037,L12,SUDUX,MOGTI,,"NOT AVBL FOR TFC
ARR EDDM",H24,S,To force traffic onto correct inbound routing via T102,,"EDMMACC, LOVVACC","ED,LO",27 SEP 2021,
,,,EDLO1038,,,,EDUUDON1D,"NOT AVBL FOR TFC
1. Via EDUUERL1R and then via EDUUDON1D and then via SECSI_x000D_
    Except via_x000D_
    (KEMES, EXITI, MOOCE, EKSOS, RODIS, AKOSI, ARMUT, BARSU, GASKA, TABAT, SODRO, PEROX, ABERU, RUDNO, MAMOR, DOSEL, LULAR, ALUTU, KUMOM, RADIZ, LATLO, SIMBA, ESEGA, SUBEN, LAMSI, DEXIT)_x000D_
2. Via SECSI and then via EDUUDON1D and then via EDUUERL1R_x000D_
    Except via_x000D_
    (KEMES, EXITI, MOOCE, EKSOS, RODIS, AKOSI, ARMUT, BARSU, TESDU, GASKA, TABAT, SODRO, PEROX, ABERU, RUDNO, MAMOR,DOSEL, LULAR, ALUTU, RADIZ, SIMBA, ESEGA, SUBEN, LAMSI, DEXIT)",H24,S,"Free Route flow restriction to support possible multiple x-border FRA operations and adjacent ATM systems.
At least one of the listed FRA points shall be used to avoid too long DCTs and to support ATM systems and ATCOs situation awareness. (see also similar TFR for other EDUU sectors ED2890 ensuring one point for crossing of these sectors / FRA)",,EDUUUAC,"ED,LO",06 OCT 2023,
,,,EDLO1039,,,,"LATLO, RADIZ, KUMOM","NOT AVBL FOR TFC
via (LATLO, RADIZ, KUMOM) and then
via (ERKIR, BIRGI, UMVEG)",H24,S,Free Route Flow restriction to prevent unwanted creative FPLs via Free Route exit and entry points.,,EDUUUAC,"ED,LO",18 MAR 2022,
,,,EDLO1040,L725,BADVI,UNKEN,,"COMPULSORY FOR TFC
ARR LOWS with RFL ABV FL125 via LSASFIR, LSASUIR, EDUUTGO1T",H24,S,To force traffic onto correct arrival routing and avoid unexpected flight planning.,,"EDMMACC, LOVVACC","ED,LO",27 JUN 2022,
,,,EDLO1042,,,,"KIRDI, TITIG, TRAUN","NOT AVBL FOR TFC
ARR EDGGFIR
VIA LO ABV FL195 AND THEN
VIA (KIRDI, TITIG, TRAUN) BLW FL195",H24,S,To avoid creative FPLs with too early descend and wrong usage of downstream ATS route segments not created for such traffic (e.g. via EDMM approach),,"EDMMACC, EDUUUAC","ED,LO",28 FEB 2024,
,,,EDLS1001,Z1,ALAGO,ETAGO,,"ONLY AVBL FOR TFC
1. DEP EDJA, EDNY, LSZR
2. DEP LSZH, LSMD except ARR EDSB",H24,C,To segregate departing from transit traffic and traffic with RFL250+ from traffic with RFL230-,,"LSAZACC, EDGGACC","ED,LS",08 NOV 2021,
,,,EDLS1002,Z2,DORAP,XEBIX,,"ONLY AVBL FOR TFC
1. DEP EDNY/TD/TM, LSMD/ZH/ZR 
2. Overflights between FL125 - FL155 until XEBIX",H24,S,To force traffic onto the correct route,,"(EDMMACC,
EDUUUAC,
LSAZACC)","ED,LS",08 NOV 2021,
,,,EDLS1005,T721,SUL,RILAX,,"ONLY AVBL FOR TFC
ARR (LSMD/ZH)",H24,S,"To segregate arriving from transit traffic
Traffic to LSZR and EDNY shall file T732",,"(EDGGACC,LSAZACC)","ED,LS",08 NOV 2021,
,,,EDLS1006,Z5,ALAGO,LOKTA,,"ONLY AVBL FOR TFC
DEP LSMD/ZH/ZR, EDNY
1. Below FL145
2. With ARR LFST, EDSB/TL",H24,S,"To segregate departing from transit traffic and departures FL145- from other departures
To allow traffic to a specific destination",,"LSAZACC, EDGGACC","ED,LS",08 NOV 2021,
,,,EDLS1009,Z4,ALAGO,ARSUT,,"ONLY AVBL FOR TFC
DEP EDNY, LSMD/ZH/ZR
WITH ARR EDDS",H24,S,To segregate departures with ARR EDDS from other traffic,,EDGGACC,"ED,LS",08 NOV 2021,
,,,EDLS1013,T125,ROMIR,REUTL,,"ONLY AVBL FOR TFC
ARR EDDS/TM",H24,S,To segregate arriving traffic from transit traffic,,"(EDGGACC,
LSAZACC)","ED,LS",08 NOV 2021,
,,,EDLS1016,Y164,HERBI,OLBEN,,"ONLY AVBL FOR TFC
DEP (EDDF/DR/FB/FC/FE/FH/FZ/RZ, ELLX, ETAR/OU ) above FL135
----------
NOT AVBL FOR TFC
ARR (LSZH/ZR, EDNY)","H24
----------
H24",S,To segregate departing from transit traffic. Altitude restriction shall ensure traffic stays clear of Basel APP airspace,,"(EDGGACC,
EDUUUAC,
LSAZACC)","ED,LS",08 NOV 2021,
,,,EDLS1021,Z1,BODAN,ALAGO,,"ONLY AVBL FOR TFC
DEP EDNY, LSMD/ZH/ZR",H24,C,To segregate departing from transit traffic and traffic with RFL250+ from traffic with RFL230-,,EDGGACC,"ED,LS",08 NOV 2021,
,,,EDLS1022,Y715,AMRUP,HEUSE,,"ONLY AVBL FOR TFC
DEP (EDTD, LFQM/,BASEL_Group)",H24,S,To segregate departing from transit traffic,,"(EDGGACC,
EDUUUAC,
LSAZACC)","ED,LS",08 NOV 2021,
,,,EDLS1023,Y715,HEUSE,ARSUT,,"ONLY AVBL FOR TFC
ARR EDDS, EDTM",H24,S,To segregate departing from transit traffic,,EDGGACC,"ED,LS",08 NOV 2021,
,,,EDLS1027,N851,LEBSO,LOKTA,,"NOT AVBL FOR TFC
DEP EDTM",H24,C,to prevent inventive flight planning,,EDGGACC,"ED,LS",08 NOV 2021,
,,,EDLS1028,N851,LOKTA,TEDGO,,"NOT AVBL FOR TFC
Traffic ARR EDDS",H24,S,"To force traffic onto transition route in accordance with LoA between EDGGACC and LSAZACC. 
This traffic shall file T125.
",,"(EDUUUAC,EDGGACC,LSAZACC)","ED,LS",18 OCT 2022,
,,,EDLS1029,N851,LOKTA,TEDGO,,"NOT AVBL FOR TFC
1. ABV FL235 IN ED
    a. DEP (LSZH, LSZR, EDNY) 
    b. ARR (EDDE, EDDF, EDDK, EDFE, EDFH, EDFM, EDFQ, EDGS, EDQC, EDQD, EDQM, EDRZ, ETOU)
    c. ARR EDMMFIR EXC
        i) ARR (EDAC, EDDN, EDDP)
        ii) DEP LFSB & ARR (EDAB, EDDC)",H24,S,To force traffic onto departure/arrival transition in accordance with LoA between DFS and skyguide,,"(EDUUUAC, EDGGACC,LSAZACC)","ED,LS",14 DEC 2024,
,,,EDLS1030,Z601,KPT,BODAN,,"ONLY AVBL FOR TFC
ACFT-PBN (CONV)",H24,S,To offer NON-RNAV equipped traffic a westbound route option,,"EDMMACC
LSAZACC","ED,LS",02 APR 2025,
,,,EDLS1031,N871,GAMSA,MADEB,,"COMPULSORY FOR TFC
1. via GAMSA and then via (NATAG, GIRIS, DIRAB)_x000D_
2. DEP EDSB, ETAR, LFSB, LFST via GAMSA_x000D_
3. via GAMSA and then ARR LOWI, LOWS",H24,S,To force traffic via ATS routes avoiding FRA DCTs to close to boundary (or not available for vertical connections).,,"EDUUUAC,  EDMMACC,  LSAZACC","ED,LS",08 NOV 2021,
,,,EDLS1032,,,,GAMSA,"NOT AVBL FOR TFC
1. ABV FL315 IN EDUUUTA & VIA LS AND-THEN VIA EDUUALP1L EXC_x000D_
    a. VIA (GAMSA DCT KONIN DCT MEBEK DCT NENUM)_x000D_
    b. VIA (GAMSA DCT TULSI DCT INPUL)_x000D_
    c. VIA (GAMSA DCT (BIRGI, GEDSO, UMVEG))_x000D_
    d. VIA (GAMSA DCT (MAMOR, RUDNO)) & ABV FL355 AT GAMSA and NOT VIA LOVVN17_x000D_
    e. VIA (GAMSA DCT TULSI N871 BADVI L725 UNKEN) & ARR LOWL_x000D_
    f. VIA (GAMSA N871 MADEB) AND-THEN VIA (NATAG, GIRIS, DIRAB)_x000D_
    g. VIA (GAMSA DCT (IBAGA, STAUB))_x000D_
    h. VIA (GAMSA DCT (EXITI, KEMES)) & ABV FL355 AT GAMSA_x000D_
    i. VIA (GAMSA DCT DOLUP) AND-THEN VIA (ENORU)_x000D_
    j. VIA (GAMSA DCT UPALA) & ABV FL355 AT GAMSA & ARR EDDP_x000D_
    k. VIA (GAMSA DCT KONIN DCT ALUTU DCT RUDNO) & ARR EDDC",H24,S,"Free Route Flow restriction to enforce shorter routing and ensure certain DCT sequence allowing FL changes, optimum tactical handling and respecting LoA conditions.
Listed DCTs in 1.a.-e., 1.h. are all H24 with MIN FL315 (EDUUFRAE).
Note, that option via GAMSA N871 MADEB above FL315 is actually limited for traffic via Italy (option 1. f.) all others need to file below FL315 or via listed DCTs.
Option 1. g. is limited to night, RAD ANNEX 3B DCTs refer (to IBAGA MIN FL315, to STAUB MIN FL245).
Option 1. i. is part of EDUUFRAE (H24, MIN FL315), but limited to night according LK2333 for DOLUP.
Level restriction at GAMSA (1. d, 1. h) added to reduce complexity in EDUUALP1A sector.
Option 1. j. - RAD ANNEX 3B refers (H24, MIN FL295)
Note, deviating parity is required for the following DCT segments:
option 1. d, 1. h. and 1.j. -  EVEN FL.
option 1. k.: EDUUFRAE refers, ALUTU DCT RUDNO ANNEX3 B refers ",deviating parity information,"(EDUUUAC, EDMMACC)","ED,LS",03 APR 2025,
,,,EDLS1033,,,,INTEG,"NOT AVBL FOR TFC
above FL315 _x000D_
via LS and then via EDUUALP1L_x000D_
except via:_x000D_
1. INTEG DCT KONIN DCT MEBEK DCT NENUM_x000D_
2. INTEG DCT TULSI DCT INPUL_x000D_
3. INTEG DCT (BIRGI, GEDSO, UMVEG)_x000D_
4. INTEG DCT (AGNAV, MAMOR, RUDNO)_x000D_
Above FL355 at INTEG_x000D_
5. INTEG DCT TULSI N871 BADVI L725 UNKEN_x000D_
    ARR LOWL_x000D_
6. INTEG DCT UPALA above FL355 at INTEG and then ARR EDDP_x000D_
7. INTEG DCT (EXITI, KEMES) above FL355 at INTEG",04:00..22:30 (03:00..21:30) ,S,"Free Route Flow restriction to enforce shorter routing and ensure certain DCT sequence allowing FL changes, optimum tactical handling and respecting LoA conditions.
Listed DCTs in 1-5, 7 are all H24 with MIN FL315 (EDUUFRAE).
For option 5, RAD ANNEX 3B refers (H24, MIN FL295).
Note, deviating parity is required for the following DCT segments:
option 4, 6 and 7 -  EVEN FL.",deviating parity information,"EDUUUAC, EDMMACC","ED,LS",05 DEC 2022,
,,,EDLS1035,,,,LOKTA,"NOT AVBL FOR TFC
1. VIA (LSAZCTA,LSAZUTA) AND-THEN VIA LOKTA & VIA EDUUTGO1T
    a. EXC
        i) VIA (LOKTA DCT TEDGO)
        ii) VIA (NEDOV Y715 HEUSE N851 TEDGO) 
        iii) VIA (LOKTA DCT TIKNI) & ABV FL335 IN EDUUUTA
        iv) VIA (LOKTA DCT (PICWI, KRH))
        v) VIA (LOKTA DCT ETAGO) AND-THEN VIA (IBAGA, SODRO, TABAT, AMOSA, BARSU)
    b.  ARR (EDDE, EDDK, EDDR, EDDS, EDFH, EDFQ, EDGS, EDQG, EDQT, EDRZ, FRANKFURT_GROUP, FRANKFURT_YZ_GROUP)","1. a. i) H24
1. a. ii) H24
1. a. iii) H24
1. a. iv) 22:30-04:00 (21:30-03:00)
1. a. v) H24
1. b. H24",S,"FRA Flow restriction to ensure certain DCT sequence allowing FL changes and separation with other flows and distance to boundaries.
All listed DCTs are part of EDUUFRAE (H24, MIN FL245) but might be further limited with this restriction.
Option 1.a.v) added for period of low traffic (night ).
Note, deviating parity is required for the following DCT segments:
option 1.a.i), 1.a.iii) - EVEN FL,  
option 1.a.v) EVEN FL to ETAGO, from ETAGO ODD/EVEN.",deviating parity information,EDUUUAC,"ED,LS",16 DEC 2024,
,,,EDLS1036,T732,NATOR,ARFAS,,"ONLY AVBL FOR TFC
ARR EDNY, LSZR",H24,S,To segregate arriving from transit traffic,,"EDGGACC, LSAZACC","ED,LS",18 APR 2024,
,,,EDLS1038,T721,RILAX,ZUE,,"ONLY AVBL FOR TFC
ARR LSMD",H24,S,To optimice FLT planing to LSMD via ZUE STAR.,,"EDGGACC,LSAZACC","ED,LS",18 OCT 2022,
,,,EDLS1039,T122,LOKTA,ARFAS,,"ONLY AVBL FOR TFC
ARR (EDNY, LSZR)",H24,S,"To offer connectivity to new PBN arrivals EDNY, LSZR.",,"EDGGACC,  LSAZACC","ED,LS",18 APR 2024,
,,,EDLS1040,Y109,UMTEX,ARFAS,,"ONLY AVBL FOR TFC
ARR (EDNY, LSZR)",H24,S,"To offer connectivity to new PBN arrivals EDNY, LSZR.",,"EDGGACC,  LSAZACC","ED,LS",18 APR 2024,
,,,EDLS1041,T732,GARMO,ARFAS,,"ONLY AVBL FOR TFC
ARR (EDNY, LSZR)",H24,S,"To offer connectivity to new PBN arrivals EDNY, LSZR.",,"EDGGACC,  LSAZACC","ED,LS",18 APR 2024,
,,,EDLS1042,,,,"(EDUUUTAS, EDMMCTA)","NOT AVBL FOR TFC
VIA GAMSA AND-THEN NATAG AND-THEN ARR LI**","AIRAC APR - FIRST AIRAC OCT 
H24",C,To offload EDUUUTAS during summer.,,"(EDUUUAC, LSAZACC)","ED,LS",28 MAY 2025,
,,,EDYX1002,Z29,OBOKA,TINIK,,"ONLY AVBL FOR TFC
DEP (EDDF/FE/FZ, ETOU) above FL245
Except ARR (EHAAFIR, EBBUFIR)
Traffic below FL245 at ROCUH shall file Z28",H24,S,"To segregate traffic DEP EDDF/FE/FZ, ETOU from transit traffic",,"(EDGGACC,
EDYYUAC)","ED,YX",29 OCT 2021,
,,,EDYX1025,Y181,BITBU,MAKIK,,"ONLY AVBL FOR TFC
DEP (EDDF/FE/FH/FZ, ETOU)
----------
NOT AVBL FOR TFC
DEP EDDF via (COA, DENUT above FL245 in (EBURUIR, EHAMFIR) except ARR LONDON_GROUP","H24
----------
H24",S,"To segregate departing from transit traffic before integrating the flows
--------------------------------------------------------
To segregate departing traffic from transit traffic before integrating the flows",,"(EDYYUAC,
EDGGACC)","ED,YX",29 OCT 2021,
,,,EDYX1101,Z28,OBOKA,DIBIR,,"ONLY AVBL FOR TFC
DEP (EDDF, EDFE, EDFZ, ETOU)",H24,S,"To segregate traffic DEP EDDF, EDFE, EDFZ, ETOU from transit traffic",,"(EDYYUAC,
EDGGACC)","ED,YX",29 JUL 2024,
,,,EDYX1107,L986,POVEL,SAS,,"NOT AVBL FOR TFC
1 DEP EDDB via EDYYUTA
2. ARR HAMBURG_GROUP",H24,S,To segregate departing traffic from overflights according Maastricht UAC / Bremen ACC LoA and Warsaw / Karlsruhe LoA.,,"(EDYYUAC,
EDWWACC)","ED,YX",14 APR 2022,
,,,EDYX1109,L980,ETEBO,OSN,,"NOT AVBL FOR TFC
DEP EHAAFIR",H24,S,To force traffic onto Z718 or Q234,,"(EDYYUAC,
EDGGACC)","ED,YX",15 FEB 2025,
,,,EDYX1113,,,,RIMET,"COMPULSORY FOR TFC
ARR FRANKFURT_YZ_GROUP 
With-RFL-above FL245 in EDVVUIR
except-via
1. LIPMI T911  COL
2. PESOV T180 NIVNU",H24,S,To channelize mentioned traffic via RIMET according to handover conditions negotiated between Maastricht UAC and Langen ACC,,"(EDYYUAC,
EDGGACC)","ED,YX",29 OCT 2021,
,,,EDYX1116,P174,IPSUB,KUSHA,,"NOT AVBL FOR TFC
DEP EKBI & ABV FL245 AT (IPSUB P174 KUSHA) & TYP (A321, AT75, AT76, DH8D, D328)",H24,S,to force traffic onto correct departure routing,,"(EDYYUAC,
EDWWACC)","ED,YX",15 FEB 2025,
,,,EDYX1125,Z851,OSDIK,ROBEG,,"NOT AVBL FOR TFC
ARR HAMBURG_GROUP, EDDV/DW/HK/WE/WI, ETNW",H24,S,To force traffic onto expected arrival,,EDYYUAC,"ED,YX",29 OCT 2021,
,,,EDYX1146,Z718,SUVOX,OSN,,"NOT AVBL FOR TFC
ARR EDLP",H24,S,To avoid creative flight planning,,"EDGGACC, EDWWACC, EDYYUAC","ED,YX",24 DEC 2021,
,,,EDYX1147,L620,SUVOX,EXOBA,,"ONLY AVBL FOR TFC
1. DEP EHAAFIR (except EHTW) via EDYYHSOL
2. Below FL245 with ARR (EDDG/LP)",H24,C,"1. To force traffic above FL245
2. To allow specific arrival traffic below FL245",,"EDGGACC, EDYYUAC","ED,YX",27 OCT 2023,
,,,EDYX1148,,,,EDUUNTM1N,"NOT AVBL FOR TFC
DEP PARIS_GROUP_x000D_
except-via _x000D_
1. VALEK above FL315_x000D_
2. VALEK below FL315 and then via_x000D_
    EDYYBUTA between FL245-FL315 and then via EDUUUTAW between FL265-FL335_x000D_
3. ROPUV below FL245 and then via_x000D_
    ROPUV L607 EMGOD and then via_x000D_
    EDUUUTAW between FL245-FL335",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Normally these DEP are transferred from EDYYUAC unrestricted at RFL to EDUUUAC (option 1). However during regulations in LFEE/Reims airspace or MIL activity, traffic might file low trajectories and these routings requires extra effort in terms of LoA procedures, OLDI exchange and complexity. In option2 (below Reims ACC) or 3 (below Reims and MUAC) further downstream level restrictions have to be observed (not to climb above FL335 in first EDUU sector group)",,"EDUUUAC, EDYYUAC","ED,YX",10 JAN 2023,
,,,EDYX1150,,,,"AMISO, BERIM, BUMIL, GARLU, NEBUN, LUWIL","NOT AVBL FOR TFC
via EDUUOSE1O and then via EDYYUTA_x000D_
and then via (EDUUOSE12, EDUUOSE22)_x000D_
Except type MIL",H24,S,"Free Route restriction to avoid strange turned FPLs via exit and entry point at the same time creating re-entry problems with OLDI and for ATM system data calculation. Created on request of CFSP and suggested by NM. Restricted FRA points are located within EDYYUTA. Note, (EDUUOSE12, EDUUOSE22) is used due to CACD limitation, it is the same as combined EDUUOSE1O.",,"EDUUUAC, EDYYUAC","ED,YX",22 APR 2022,
,,,EDYX1151,,,,NOMKA,"NOT AVBL FOR TFC
ARR EDDB_x000D_
EXC DEP (EG**, EH**, EI**)_x000D_
BTN FL325-FL355 AT NOMKA
----------
NOT AVBL FOR TFC
ARR EDDB_x000D_
DEP (EG**, EI**) _x000D_
VIA EDYYHRHR","H24
----------
H24",C,"To limit the alternative route option ARR EDDB via NOMKA.  NOMKA shall only be used by flights which originally intend to plan via BATEL but are subject to traffic regulations in Bremen ACC. Flights departing from aerodromes in Belgium, Luxembourg, France or even further from the southwest shall file via MUAC Brussels sectors (via LIMGO, BITBU, MATUG, OGLOR) and then EDUU Central sectors (via MASEK).
------
To avoid crossing the Ruhr sector of Maastricht UAC. Traffic departing from an aerodrome within EG** or EI** and entering Maastricht UAC via REDFA shall file via TACHA - SONEB. Traffic entering via LAMSO or further north can plan directyl towards NOMKA.",,"(EDUUUAC, EDYYUAC)","ED,YX",15 MAY 2024,
,,,EDYX1152,Z111,PITES,OBIGA,,"ONLY AVBL FOR TFC
ARR (EDDF, EDFE, EDFZ, ETOU)
EXC AIRAC APR - AIRAC SEP
SAT 0800 (0700) - 1100 (1000),
SUN 1800 (1700) - 2100 (2000)
----------
NOT AVBL FOR TFC
VIA EDYYBLUX BLW FL250 AT PITES","H24
----------
H24",S,"To segregate arriving traffic from transit traffic.
ATS segment subject to AUP (CDR1 and EDR205).
Flights via Maastricht UAC LUX sector shall plan to cross PITES at or above FL250. An early descent to cross PITES below FL250 shall be avoided.
Time limitations on SAT and SUN shall prevent complex traffic situation at specific times on the weekend during summer time.",,"EDGGACC, EDYYUAC","ED,YX",20 APR 2024,
,,,EDYX1156,N125,ITMIZ,ONTAZ,,"COMPULSORY FOR TFC
DEP (EDDH, EDHI)_x000D_
VIA ITMIZ_x000D_
EXC ARR (EB**, EG**, EH**, EI**, LF**)","MON..THU 07:00 (06:00).. 22:30(21:30)_x000D_
FRI 07:00 (06:00)..16:00(15:00)",S,"Flights from EDDH, EDHI with destination in LE**, LP**, G*** or beyond shall file ITMIZ N125 ONTAZ and connect to MUAC FRA at ONTAZ. The connection to MUAC FRA at ITMIZ is shall not be used during indicated times since DCT routes starting at ITMIZ may infringe military areas EDR202AZ, EDR34AZ, EDR34BZ when the actual climb performance is less than estimated by IFPS.",,"(EDYYUAC, EDWWACC)","ED,YX",15 FEB 2025,
,,,EDYX1173,,,,EDGTLIRSU,"NOT AVBL FOR TFC
VIA EDYYBOLN AND THEN VIA EDGTLIRSU
EXC VIA
1. (MATUG, LIRSU)
2. SOPOK Y863 OGLOR
3. SPI DCT (AMASI, BOMBI, GUBAX, ULNOK, VIBOM) 
4. SPI DCT MOVUM T109 HAREM
5. SPI DCT LALMI DCT ABTAL
----------
NOT AVBL FOR TFC
1. VIA EDYYHRHR AND THEN VIA EDGTLIRSU_x000D_
2. VIA EDYYDWST AND THEN VIA EDGTLIRSU_x000D_
3. VIA EDYYBLUX AND THEN VIA EDGTLIRSU EXC DEP EBCI VIA SOPOK","H24
----------
1. 05:00-23:30 (03:30-23:30)_x000D_
2, 3. 05:00-23:00 (04:00-22:00)",S,"Free Route Flow restriction via Gate to allow additional  x-border FRA options and to ensure LoA and OLDI conditions. 
Eastbound traffic (including limited x border options via SPI) shall file either  via points listed in option 1, via OGLOR or via options listed for SPI.
For routings via points listed in option 1and 2 see also further FRA limitations (ED2265, ED2279, ED2383). 
All listed DCTs are part of x border FRA EDYYFRA and EDUUFRAW (MIN FL245).
------
1, 2. To avoid sharp turns. Eastbound traffic via gate EDGTLIRSU shall not cross the Ruhr or Delta sector of Maastricht UAC.
3. To avoid sector clipping. Eastbound traffic via gate EDGTLIRSU shall not cross the Luxembourg sector of Maastricht UAC. Suggested intermediate waypoints for eastbound flights are REMBA or SPI. Flights via the Luxembourg sector shall file via PITES or cross-border FRA options via gate EDGTPITES.",MUAC reference NCLB,"EDUUUAC, EDYYUAC","ED,YX",03 DEC 2023,
