DEP ID,DEP AD,"Last PT SID /
SID ID",DCT DEP PT,DEP FPL Options,"DEP Time
Applicability","DEP Operational
Goal",DEP Remarks,NAS / FAB,"Release
Date"
EE5502,EETU,,GATVA,,H24,To allow connectivity,,EE,02 DEC 2022
LF5793,LFBX,,"PERIG, VELIN, LMG, SECHE","COMPULSORY FOR TFC
via LFFRASW
------
NOT AVBL FOR TFC
 via LFBBUBDX except
1. via VELIN DCT UVELI DCT CNA DCT MANAK
2. via VELIN DCT UVELI DCT CNA DCT TUPAR
3. via VELIN DCT OSMOB DCT VAVIX DCT BTZ [DCT/R10] URUNA
4. via VELIN DCT OSMOB DCT VAVIX DCT NETUK
5. via PERIG DCT POI
6. via PERIG DCT ADABI DCT BOKNO
7. via PERIG DCT DIBAG DCT TUDRA DCT BEVOL
8. via LMG, SECHE",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
VAVIX DCT BTZ: MEA-UNL
VELIN DCT OSMOB: FL145-UNL
Other DCTs: FL195-UNL",LF,29 DEC 2022
LF5847,LFBD,"CNA, SAU, VAVIX",,"COMPULSORY FOR TFC
via LFFRASW
------
NOT AVBL FOR TFC
via LFFRASW except
1. via CNA DCT MANAK
2. via CNA DCT TUPAR
3. via CNA DCT GALOF
4. via CNA DCT POI
5. via CNA DCT ADABI DCT BOKNO
6. via CNA DCT TUDRA DCT BEVOL
7. via SAU DCT UVELI DCT LMG
8. via SAU DCT SECHE
9. via VAVIX DCT NETUK
10. via VAVIX DCT BTZ [DCT/R10] URUNA
11. via KOLIS DCT LACOU DCT GAI DCT DEGOL DCT FJR with ARR LFMI with flt-type(M,X)
12. via SAU DCT UVELI DCT ECKAP with flt-type(M, X)
13. via SAU DCT KOLIS with flt-type(M, X)",H24,"Airport connectivity
---
To organize DEP in LFFRASW
11. OAT->GAT trajectory
12., 13. GAT->OAT trajectory","Other SID only available below FL195 in LFBBFIR
FRA Rule
for OAT<->GAT planning, Ref Loc= Airport
----
for OAT<->GAT planning, Ref Loc= LFFRASW
In CACD define as per Annex3B:
VAVIX DCT BTZ: MEA-UNL
SAU DCT UVELI: FL145-UNL
Other DCTs: FL195-UNL",LF,29 DEC 2022
ED5604,EDDP,,"DRN, GOLAT, NEVKO, ORTAG, PENEM","NOT AVBL FOR TFC
ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4)",H24,to offer Non-RNAV equipped flights a connectivity to the route system and force RNAV equipped flights onto the correct SIDs.,,ED,21 DEC 2022
LF7208,LFOR,,"DOMOD,BENAR",,H24,airport connectivity,"
",LF,05 JAN 2023
EG5651,EGTE,,"BRIPO, DAWLY, EXMOR, GIBSO, LND, NICXI, SAM",,H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023
EG5648,EGBJ,,"BADIM, DTY, KISWO,STAFA",,H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023
EG5669,EGDM,,"BCN, ETNAH",,H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023
EG5687,EGHH,,"BCN,DAWLY",,H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023
EG5640,EGHQ,,"ABBEW, BOGMI, DAWLY, EPACE, 
EXMOR, LND, NICXI, GISOK",,H24,To enable connectivity to the ATS route structure and FRA via ATC approved routeings.,,EG,09 FEB 2023
EG5700,EGVA,,"DAWLY,LND,
KISWO",,H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023
EG5661,EGVN,,"DAWLY,LND,
KISWO",,H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023
EG5802,EGBP,,KISWO,,H24,To enable connectivity for traffic routeing towards MONTY.,,EG,08 FEB 2023
LC5515,LCLK,KOBER,,"NOT AVBL FOR TFC
DEP LCLK
Except
Via KOBER and then BALMA (except ARR OLBA)",H24,To Facilitate FRA Operations,,LC,25 JAN 2023
LC5517,LCPH,GENOS,,"NOT AVBL FOR TFC
DEP LCPH
Except
1. Via GENOS DCT PEDER and then TOMBI
2. Via GENOS DCT PEDER DCT EVENO
3. Via GENOS and then ALKIS
4. Via GENOS DCT TOSKA",H24,To Facilitate FRA Operations,,LC,25 JAN 2023
EG5520,EGBB,,HON,"ONLY AVBL FOR TFC
1. Via HON DCT MOSUN DCT BCN
2. ARR EGTO",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,09 FEB 2023
LF7210,"LFCS, LFDI, LFDM, LFDR",,UVELI,"COMPULSORY FOR TFC
VIA LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via UVELI DCT CNA DCT MANAK
2. via UVELI DCT CNA DCT TUPAR
3. via UVELI DCT CNA DCT POI
4. via UVELI DCT CNA DCT ADABI DCT BOKNO
5. via UVELI DCT CNA DCT TUDRA DCT BEVOL
6. via UVELI DCT LMG
7. via UVELI DCT SECHE
8. via UVELI DCT VAVIX DCT NETUK
9. via UVELI DCT VAVIX DCT BTZ [DCT/R10] URUNA",H24,"Airport connectivity
----
To organise DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
VAVIX DCT BTZ: MEA-UNL
Other DCTs: FL195-UNL",LF,27 JAN 2023
LF7212,"LFDM, LFDR",,"SAU, SECHE","COMPULSORY FOR TFC
via LFBBFIR except via LFFRASW",H24,Airport connectivity,,LF,27 JAN 2023
LF7214,LFDI,,VELIN,"COMPULSORY FOR TFC
via LFBBFIR except via LFFRASW",H24,Airport connectivity,,LF,27 JAN 2023
LF7216,LFCS,,"SAU, VAVIX","COMPULSORY FOR TFC
via LFBBFIR except via LFFRASW",H24,Airport connectivity,,LF,27 JAN 2023
LF7218,LFCR,,"BASLI, ESISI, GAI, MEN, MINPA, ROMAK",,H24,Airport connectivity,,LF,24 FEB 2023
LF7117,"LFCK, LFCI",,ROMAK,"ONLY AVBL FOR TFC
ARR LFCR",H24,Airport connectivity,,LF,24 FEB 2023
LF5828,LFLW,,"ESISI, LAVRA, MEN, ROMAK, XUPAL",,H24,Airport connectivity,,LF,24 FEB 2023
EG5631,EGBW,,"BCN, FELCA",,H24,To enable EGBW flights heading towards NICXI to connect outside of the DCT Limit,,EG,09 FEB 2023
UG5504,UGTB,,TBS,"ONLY AVBL FOR TFC
ARR UGTB",H24,Airport connectivity,,UG,21 MAR 2023
UG5507,UGTB,ZAGOT,,"NOT AVBL FOR TFC
FLT-TYPE(S, N) EXC
1. ARR UGSB
VIA ZAGOT DCT TETRO (DCT,N644) ODILI 
2. VIA ZAGOT DCT BARUS DCT BANUT
3. VIA ZAGOT DCT BARUS DCT KADZE DCT BANUT
4. VIA ZAGOT DCT BARUS (DCT,N11) ROLIN
5. VIA ZAGOT DCT BARUS (DCT, N37) ODILI DCT SARPI
6. VIA ZAGOT DCT NOLGA
7. VIA ZAGOT DCT BARUS N37 SARPI",H24,To segregate DEP/ARR traffic flows,,UG,21 MAR 2023
UG5508,UGTB,PALLE,,"NOT AVBL FOR TFC
FLT-TYPE(S, N) EXC
1. ARR UGSB
VIA PALLE DCT TETRO (DCT, N644) ODILI 
2. VIA PALLE DCT BARUS DCT BANUT
3. VIA PALLE DCT BARUS DCT KADZE DCT BANUT
4. VIA PALLE DCT BARUS (DCT,N11) ROLIN
5. VIA PALLE DCT BARUS (DCT, N37) ODILI DCT SARPI
6. VIA PALLE DCT BARUS N37 SARPI
7. VIA PALLE DCT NOLGA",H24,To segregate DEP/ARR traffic flows,,UG,21 MAR 2023
UG5509,UGTB,DF,,"NOT AVBL FOR TFC
FLT-TYPE(S, N) EXC
1. VIA DF DCT BARUS DCT BANUT
2. VIA DF DCT BARUS DCT KADZE DCT BANUT
3. VIA DF DCT BARUS (DCT, N11) ROLIN
4. VIA DF DCT BARUS (DCT, N37) ODILI DCT SARPI
5. VIA DF DCT BARUS N37 SARPI
6. VIA DF DCT BT AND RFL BLW FL155
7. ARR UG** VIA H5",H24,To segregate DEP/ARR traffic flows,,UG,21 MAR 2023
UG5510,UGKO,KADZE,,"NOT AVBL FOR TFC
FLT-TYPE(S, N) EXC
VIA  KADZE DCT BANUT",H24,To segregate DEP/ARR traffic flows,,UG,21 MAR 2023
UG5511,UGKO,VIZRO,,"NOT AVBL FOR TFC
FLT-TYPE(S, N) EXC
1. VIA  (LAPTO, LURIS, KUFAN)
2. VIA VIZRO DCT (DISKA,TAVRO, OGEVI, GIMUR)
3. VIA H5",H24,To segregate DEP/ARR traffic flows,,UG,21 MAR 2023
UG5512,UGKO,KUSSA,,"NOT AVBL FOR TFC
EXC
1. via KUSSA DCT IZERO
2. via KUSSA DCT ROLIN
3. via KUSSA DCT SARPI for ARR LTFO
4. ARR UG**","1. H24
2. Last SUN of OCT 01:00 - Last SUN of MAR 01:00
3. H24
4. H24",To segregate DEP/ARR traffic flows,,UG,21 MAR 2023
UG5513,UGKO,,KTS,"ONLY AVBL FOR TFC
ARR UGKO",H24,Airport connectivity,,UG,21 MAR 2023
UG5514,UGSB,PORZA,,"NOT AVBL FOR TFC
FLT-TYPE(S, N) EXC
VIA  PORZA DCT BANUT",H24,To segregate DEP/ARR traffic flows,,UG,21 MAR 2023
UG5515,UGSB,FIBBE,,"NOT AVBL FOR TFC
FLT-TYPE(S, N) EXC
VIA  FIBBE DCT (LAPTO, LURIS, GIMUR, KUFAN, DISKA)",H24,To segregate DEP/ARR traffic flows,,UG,21 MAR 2023
UG5516,UGSB,BARUS,,"NOT AVBL FOR TFC
FLT-TYPE(S, N) EXC
1. VIA  BARUS DCT TAVRO
2. VIA BARUS DCT AGISO DCT OGEVI",H24,To segregate DEP/ARR traffic flows,,UG,21 MAR 2023
UG5517,UGSB,,LU,"ONLY AVBL FOR TFC
ARR UGSB",H24,Airport connectivity,,UG,21 MAR 2023
UG5518,UGSB,,SARPI,"ONLY AVBL FOR TFC
ARR LTFO",H24,Airport connectivity,,UG,21 MAR 2023
LF7224,LFPT,,VEXAV,"ONLY AVBL FOR TFC
ARR LFPT FLT-TYP X WITH RFL BELOW FL025",H24,To allow round-robin training flights,See AIP AD2 LFPT,LF,21 JAN 2023
LF5756,"LFCH,LFCD",,ASKAN,"COMPULSORY FOR TFC
via DEP LFCD/CH
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via ASKAN DCT ETPAR DCT SECHE
2. via ASKAN DCT ETPAR DCT CNA DCT LMG
3. via ASKAN DCT ETPAR A25 BMC DCT VAVIX DCT BTZ [DCT/R10] URUNA
4. via ASKAN DCT ETPAR A25 BMC DCT VAVIX DCT NETUK
5. via ASKAN DCT ETPAR DCT CNA DCT MANAK
6. via ASKAN DCT ETPAR DCT CNA DCT TUPAR
7. via ASKAN DCT ETPAR DCT CNA DCT POI
8. via ASKAN DCT ETPAR DCT CNA DCT ADABI DCT BOKNO
9. via ASKAN DCT ETPAR DCT CNA DCT TUDRA DCT BEVOL",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
ASKAN DCT ETPAR, ETPAR DCT CNA, ETPAR DCT SECHE: FL055-UNL
Other DCTs: FL195-UNL",LF,25 MAR 2023
LP5525,LPCS,ESP,,"COMPULSORY FOR TFC
DEP LPCS",H24,To force traffic on SID,,LP,21 JAN 2023
LF5715,LFOM,,"RAVIG,BENIX,LUSIT,CAN,EKRAS",,H24,Airport connectivity,,LF,27 JAN 2023
LF5655,LFEC,,MATER,,H24,Airport connectivity,,LF,27 JAN 2023
LF5680,LFES,,"QPR,ROSPO,ARE,KORER,LENSU",,H24,Airport connectivity,,LF,27 JAN 2023
LF5654,LFFI,,"ANG,NTS,BOBRI,BALNI",,H24,Airport connectivity,,LF,27 JAN 2023
LF5730,LFFW,,"NTS,OGLOT,NORMI,LUGEN,LUSON",,H24,Airport connectivity,,LF,27 JAN 2023
LF5646,LFOU,,"NTS,ANG,POI,LUGEN",,H24,Airport connectivity,,LF,27 JAN 2023
LF5700,LFRE,,"NTS,RIMON,LUTAS",,H24,Airport connectivity,,LF,27 JAN 2023
LF5693,LFRI,,"BOBRI,LUGEN,NTS,USODA,RIMON,NORMI,LUSON",,H24,Airport connectivity,,LF,27 JAN 2023
LF5726,LFRF,,"EKRAS,UPALO,LUKEM",,H24,Airport connectivity,,LF,27 JAN 2023
LF5672,LFEB,,"DIN,BADUR,LENSU,REN",,H24,Airport connectivity,,LF,27 JAN 2023
LF5671,LFER,,"NTS,RIMON,RODSA,BALNI",,H24,Airport connectivity,,LF,27 JAN 2023
LF5706,LFRW,,"EKRAS,REN,DIN,GILRA",,H24,Airport connectivity,,LF,27 JAN 2023
LF5642,LFSS,,"GODAN,RINSO",,H24,Airport connectivity,,LF,27 JAN 2023
LF5669,LFTQ,,"ANG,BALNI,NAMAR,RINSO,SABLE,KURIS",,H24,Airport connectivity,,LF,27 JAN 2023
LF5648,LFRO,,"SOMEN,BETUV,QPR,ROSPO,MUREL,NORBU,SOPEX",,H24,Airport connectivity,,LF,27 JAN 2023
LF5679,LFFO,,NORMI/ NTS / TIRAV,,H24,Airport connectivity,,LF,27 JAN 2023
LF5728,LFED,,"QPR,ARE,LENSU,ROSPO,KORER",,H24,Airport connectivity,,LF,27 JAN 2023
LF5644,LFRP,,"ARE,QPR,LENSU,RIMON,RINSO,DIN",,H24,Airport connectivity,,LF,27 JAN 2023
LF5719,LFEQ,,"ARE,IDRIK,BAGAD,ADSET,LUTAS",,H24,Airport connectivity,,LF,27 JAN 2023
LF5703,LFEA,,"ARE,IDRIK,BAGAD,ADSET,LUTAS",,H24,Airport connectivity,,LF,27 JAN 2023
EG5688,EGCW,," BCN, FELCA",,H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023
EF5540,EFOU,,"ABKEM, ASLUP, BURJA, IXONO, MIKNU, NUBVU, OTVEM, UGMOR, UPEDU, XEVAP",,H24,airport connectivity,,EF,18 FEB 2023
EF5539,EFKE,,"BURJA, BEXUL, INLEK, NEPIX",,H24,airport connectivity,,EF,18 FEB 2023
LZ5506,LZPP,NIT,,"ONLY AVBL FOR TFC
1. via LZBBEAST and then EP
This traffic shall file via
NIT R23 NIDOK
2. via LZBBEAST and then EP/UK/LHCCEAST/LHCCNORTH
This traffic shall file via
NIT A42 TURIS
3. ARR LZ
This traffic shall file via
(TURIS, NIDOK, BERVA)
4. ARR LHBP/KE/TL
This traffic shall file TABIN Q350 ANEXA
5. With RFL below FL135 in LZBBFIR
------
COMPULSORY FOR TFC
1. via LHCCEAST
This traffic shall file
NIT M748 ERGOM
except via TURIS
2. ARR LHBP/KE/TL",H24,FRA connecting route,,LZ,15 FEB 2023
LZ5508,LZPP,OKR,,"ONLY AVBL FOR TFC
1. VIA OKR M141 TOVKA
2. VIA OKR L856 MAREG
3. With RFL BLW FL135 in LZBBFIR",H24,FRA connecting route,,LZ,15 FEB 2023
LM5505,LMML,GZO,,"NOT AVBL FOR TFC
1.DEP LMML via SUSOM, OLLEK
a. With ARR EB / EG / EH / EL / LF / LS
b. ARR ED /  EK / EN / LIR* (except LIRN/RI) / LIP* / LIM* 
2.DEP LMML
Via AGARI/GODAK/OBITA/SUDIK/VESOD",H24,"1. To force traffic onto a specific SID to SOPIR
2.  To force traffic onto the AGARI, GODAK, OBITA, SUDIK, VESOD SIDs.",,LM,17 FEB 2023
LF7155,LFBX,,"PERIG, VELIN, SECHE, NORON, IBDER, LMG",,H24,Airport connectivity,,LF,24 FEB 2023
LF7227,LFBX,,NORON,"ONLY AVBL FOR TFC
ARR LFBU",H24,Airport connectivity,,LF,24 FEB 2023
EP5510,EPLL,,POLON,"ONLY AVBL FOR TFC
VIA DIBED, USTIL",H24,To allow shorter connection in FPL.,,EP,11 MAR 2023
LJ5530,LJLJ,MODRO,,"NOT AVBL FOR TFC
1. Via sect: LOVVW16, LOWKAPP
     Except via DOL
2. Via sect: LOVVS16, LOWGAPP
    Except via VALLU, LAPNA, GOLVA, DIMLO",H24,ATC Radar SID,,LJ,22 FEB 2023
LJ5529,LJLJ,LUPIX,,"NOT AVBL FOR TFC
1. Via sect: LOVVW16, LOWKAPP
Except via EBITI, ADOMO
2. Via sect: LOVVS16, LOWGAPP
except via VALLU, LAPNA, GOLVA, DIMLO",H24,ATC Radar SID,,LJ,22 FEB 2023
LH5512,LHPR,TEKNO,,"COMPULSORY FOR TFC
via TEKNO DCT ABETI and then via LOVVE16/LOWWAPP below FL245",H24,"FRA Departure Connecting Route
",,LH,23 FEB 2023
LH5514,LHKE,,ILHAK,"COMPULSORY FOR TFC
via (LOVVE16, LOWWAPP)
this-traffic-shall-file ILHAK DCT PUCOG DCT GILEP",H24,"FRA Departure Connecting Route
",,LH,23 FEB 2023
LK5540,LKPR,VOZ,,"COMPULSORY FOR TFC
1. via LUPEV, DITIS, PISAM, LANUX, NETIR, PADKA, BAVOK, LZBBFIR
2. ARR LKMT/TB/KU/NA",H24,To force traffic on correct DEP route,,LK,27 FEB 2023
LK5546,LKKB/VO,,VOZ,"COMPULSORY FOR TFC
1. via LUPEV, DITIS, PISAM, LANUX, NETIR, PADKA, BAVOK, LZBBFIR
2. ARR LKMT/TB/KU/NA",H24,To force traffic on correct DEP route,,LK,27 FEB 2023
LD5509,LDZA,OBUTI,,"COMPULSORY FOR TFC
via LOVVS16",H24,"To facilitate roundabout system - departures via OBUTI, arrivals via PETOV",,LD,04 MAR 2023
EG5656,EGNT,,"ALASO,ERKIT,NATEB,OTBED,ROBEM,TILNI,TLA,",,H24,To enable standard routeings.,,EG,07 MAR 2023
LE5613,LEBL,REBUL,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEDA",H24,"Traffic allocation within Barcelona TMA
",,LE,08 MAR 2023
LE5779,LERS,ARBEK,,"COMPULSORY FOR TFC
ARR LEGE, LEDA",H24,Traffic allocation within Barcelona TMA,,LE,08 MAR 2023
LE5781,LEDA,REBUL,,"COMPULSORY FOR TFC
ARR LEGE, LEDA",H24,Traffic allocation within Barcelona TMA,,LE,08 MAR 2023
LE5502,LEBL,DIPES,,"COMPULSORY FOR TFC
Via OSPOK",H24,"To segregate traffic flows, and force traffic onto proper SID",,LE,08 MAR 2023
EG5659,EGXW,,"BANEM,BCN,BKY,CLN,JACKO,LAPRA,LND,NATEB,SONDO,TIPTA",,H24,To reflect operational procedures and ensure correct FDP.,,EG,08 MAR 2023
EG5797,EGKK,KENET3P,,"NOT AVBL FOR TFC
acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4) 
Via (EGTTFRAW, EGTTNFRAW)
Except ARR (SEVERN_GROUP, BRIZE_GROUP), EGBP",H24,RNAV1 equipped traffic shall file the appropriate RNAV1 SIDs IMVUR / NOVMA.,,EG,08 MAR 2023
LZ5520,LOWW,KOXER,,"ONLY AVBL FOR TFC
1. via KOXER Z649 XENAK dct KUFIK for traffic with RFL above FL245
2. via KOXER Z649 XENAK M985 JAN
3. via KOXER Z649 XENAK L175 ANEXA
4. ARR LZIB/MC/PP",H24,FRA connecting route,,LZ,13 MAR 2023
EG5635,EGTK,,"IXURA,
WCO,BUGUP",,H24,To reflect operational procedures and ensure correct FDP.,,EG,17 MAR 2023
LF5857,LFBC,,"ASKAN, MOTIK, LAPOS","COMPULSORY FOR TFC
DEP LFBC
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via ASKAN DCT ETPAR DCT CNA DCT MANAK
2. via ASKAN DCT ETPAR DCT CNA DCT TUPAR
3. via ASKAN DCT ETPAR DCT CNA DCT POI
4. via ASKAN DCT ETPAR DCT CNA DCT ADABI DCT BOKNO
5. via ASKAN DCT ETPAR DCT CNA DCT TUDRA DCT BEVOL
6. via ASKAN DCT ETPAR DCT CNA DCT LMG
7. via MOTIK DCT SAU DCT SECHE
8. via LAPOS DCT VAVIX DCT NETUK
9. via LAPOS DCT VAVIX DCT BTZ [DCT/R10] URUNA",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX
","FRA rule
In CACD define as per Annex3B:
LAPOS DCT VAVIX, VAVIX DCT BTZ:  MEA-UNL
ASKAN DCT ETPAR, ETPAR DCT CNA: FL55-UNL
MOTIK DCT SAU: FL65-UNL
Other DCTs: FL195-UNL",LF,25 MAR 2023
LF7129,LFBD,,ETPAR,"ONLY AVBL FOR TFC
ARR LFBC, LFBG, LFCJ, LFCP, LFDC, LFDK, LFDU, LFIV",H24,Airport Connectivity,,LF,25 MAR 2023
EE5509,EETN,,VEGER,"ONLY AVBL FOR TFC
ARR EEEI",H24,To allow FPL from EETN to EEEI,,EE,20 MAR 2023
EE5511,EEEI,,"BALTI,BIRSI,DOBAN,GONOS,INTOR,LONSA,MOHNI,ORTAX,OSMUR,NITSO,TLL",,H24,To organize EEEI IFR DEP.,,EE,20 MAR 2023
EE5500,EETN,,"ILK,TLL, KEXLE","ONLY AVBL FOR TFC
ARR EETN",H24,To allow EETN local IFR flight planning,,EE,20 MAR 2023
LP5529,LPFR,"AMSEL, BAROK, NARTA",,"COMPULSORY FOR TFC
1. type non-RNAV (NOT ALL letters A, B, C, D)
2. DEP LPFR VIA AMSEL, BAROK, NARTA",H24,To allocate correctly departing traffic and ensure correct FDP,,LP,23 MAR 2023
LP5530,LPFR,ODEMI,,"COMPULSORY FOR TFC
DEP LPFR VIA
1. TROIA
2. ARMED, DETOX, ERPES, GUNTI, KOMUT, LUTAK",H24,"1. Airport connectivity (ARR LPPT)
2. To allocate correctly departing traffic and ensure correct FDP
",,LP,23 MAR 2023
LP5531,LPFR,ORTOP,,"COMPULSORY FOR TFC
1. type non-RNAV (NOT ALL letters A, B, C, D)
2. DEP LPFR VIA ORTOP",H24,"To allocate correctly departing traffic and ensure correct FDP
",,LP,23 MAR 2023
LP5532,LPFR,XAPAS,,"COMPULSORY FOR TFC
1. type non-RNAV (NOT ALL letters A, B, C, D) 
2. DEP LPFR VIA ELVAR, PORLI, PORTA, RODAP, BABOV, BALNO, ODPAK, TURON",H24,"To allocate correctly departing traffic and ensure correct FDP
",,LP,23 MAR 2023
EG5806,EGBJ,,ICCIN,"ONLY AVBL FOR TFC
FLT-TYP (X)
With RFL below FL105",H24,To enable connectivity for training flights.,,EG,25 MAR 2023
EG5808,EGGD,,LEKCI,"ONLY AVBL FOR TFC
FLT-TYP (X)
With RFL below FL105",H24,To enable connectivity for training flights.,,EG,25 MAR 2023
EG5810,EGTK,,BADIM,"ONLY AVBL FOR TFC
FLT-TYP (X)
With RFL below FL105",H24,To enable connectivity for training flights.,,EG,25 MAR 2023
EG5710,EGFF,,ABDAL,,H24,To reflect operational procedures and ensure correct FDP.,,EG,25 MAR 2023
LE5754,LEGE,MAMUK,,"COMPULSORY FOR TFC
ARR LEBL, LEGE, LEDA, LELL",H24,Traffic allocation within Barcelona TMA,,LE,27 MAR 2023
EDEH5500,EHBK,NVO,,"ONLY AVBL FOR TFC
ARR EDDK",H24,To force departing traffic onto correct SID,,"ED, EH",27 MAR 2023
LF5832,"LFCJ, LFCP, LFCY, LFDC, LFDK, LFDU, LFIV, LFXB",,ESUZE,"COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via ESUZE DCT CNA DCT POI
2. via ESUZE DCT CNA DCT ADABI DCT BOKNO
3. via ESUZE DCT CNA DCT TUDRA DCT BEVOL
4. via ESUZE DCT CNA DCT LMG
5. via ESUZE DCT VELIN DCT SECHE
6. via ESUZE A25 BMC DCT VAVIX DCT BTZ [DCT/R10] URUNA
7. via ESUZE A25 BMC DCT VAVIX DCT NETUK",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
VAVIX DCT BTZ, ESUZE DCT CNA, ESUZE DCT VELIN: MEA-UNL
Other DCTs: FL195-UNL",LF,20 APR 2023
LF7127,"LFCJ, LFCP, LFDC, LFDK, LFDU, LFIV",,ESUZE,,H24,Airport Connectivity,,LF,20 APR 2023
LP5533,LPAZ,,"BEKUN, DOKAS, ETROX, GINSU, GOMOS, RODIL, VMG, XUVAP",,H24,Airport connectivity,,LP,27 MAR 2023
LC5518,LCRA,,ANANE,"NOT AVBL FOR TFC
DEP LCRA
Except
1. Via ANANE M67 MEZUS DCT PEDER and then TOMBI
2. Via ANANE M67  MEZUS and then MAROS and then PEDER and then TOMBI
3. Via ANANE M67 MEZUS DCT PEDER DCT EVENO
4. Via ANANE M67 MEZUS and then MAROS and then PEDER DCT EVENO
5. Via ANANE DCT STEPA and then LAKTO/PASOS
6. Via ANANE and then APLON and then STEPA and then LAKTO/PASOS
7. Via ANANE DCT PIKOG and then ZUKKO and then KEREN/KONFO
8. Via ANANE M67 MEZUS DCT ALKIS
9. Via ANANE M67 MEZUS and then MAROS and then ALKIS
10. Via ANANE M67 MEZUS DCT TOSKA
11. Via ANANE M67 MEZUS and then TOSKA
12. Via ANANE M28 APLON and then KAVOS
13. Via ANANE and then RASDA
14. FLT-TYPE M
------
COMPULSORY FOR TFC
DEP LCRA
VIA TOMBI, EVENO, LAKTO, KEREN, KONFO, ALKIS, TOSKA, KAVOS, RASDA","2,4,6,7,9,11,12,13,14. H24
1, 3,5,8,10. 21:30..04:30 (20:30..03:30)
------
H24",To Facilitate FRA Operations,,LC,28 MAR 2023
LC5519,LCRA,,IREFA,"NOT AVBL FOR TFC
DEP LCRA
Except
1. Via IREFA M67 EMEDA and then ALSUS and then NIKAS with RFL above FL205
2. Via IREFA M67 EMEDA DCT VESAR
3. Via IREFA M67 EMEDA and then VOLBE and then VESAR
4. FLT-TYPE M
------
COMPULSORY FOR TFC
DEP LCRA
VIA NIKAS, VESAR","1,3,4. H24
2. 21:30..04:30 (20:30..03:30)
------
H24",To Facilitate FRA Operations,,LC,28 MAR 2023
LC5500,LCPH,ESERI,,"NOT AVBL FOR TFC
DEP LCPH
Except
1. Via ESERI M32 APLON and then KAVOS
2. Via ESERI M32 APLON and then RASDA
3. Via ESERI M32 APLON and then STEPA and then PASOS/LAKTO
4. Via ESERI DCT IDAKU and then BIRES and then KEREN
5. Via ESERI DCT IDAKU and then PIKOG and then ZUKKO and then KONFO
6. With ARR OLBA via  ESERI and then ANANE DCT DESPO and then KUKLA
7. Via ESERI M42 ANANE DCT DESPO DCT BALMA except ARR OLBA
8. Via ESERI M42 ANANE and then EMEDA and then ALSUS and then NIKAS
9. Via ESERI M42ANANE and then EMEDA and then VOLBE and then VESAR
10. Via ESERI M42 ANANE and then EMEDA DCT VESAR
------
COMPULSORY FOR TFC
DEP LCPH
VIA KAVOS, RASDA, PASOS, LAKTO, KEREN, KONFO, KUKLA, BALMA, NIKAS, VESAR","1-9. H24
 10. 21:30..04:30 (20:30..03:30)
------
H24",To facilitate FRA operations,,LC,28 MAR 2023
LC5514,LCLK,EMEDA,,"NOT AVBL FOR TFC
DEP LCLK
Except
1. Via EMEDA DCT STEPA and then LAKTO/PASOS
2. Via EMEDA DCT TUZIB and then AZERE and then ZUKKO and then KEREN/KONFO
3. Via EMEDA and then ANANE DCT RASDA
------
COMPULSORY FOR TFC
DEP LCLK
VIA LAKTO, PASOS, KEREN, KONFO, RASDA",H24,To Facilitate FRA Operations,,LC,28 MAR 2023
LC5516,LCLK,RUDER,,"NOT AVBL FOR TFC
DEP LCLK
Except
1. Via RUDER and then ALSUS and then NIKAS
2. Via RUDER and then BAPAX and then VESAR
------
COMPULSORY FOR TFC
DEP LCLK
VIA NIKAS, VESAR",H24,To Facilitate FRA Operations,,LC,28 MAR 2023
