ARR ID,ARR AD,"First PT STAR /
STAR ID",DCT ARR PT,ARR FPL Option,"ARR Time
Applicability","ARR Operational
Goal",ARR Remarks,NAS / FAB,"Release
Date"
LS5582,LSNF,,LS112,"ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connectivity from LFN to AD,,LS,30 OCT 2020
LS5583,LSHG    ,,LS112,"ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connectivity from LFN to AD,,LS,30 OCT 2020
UG5505,UGTB,,TAVRO,"ONLY AVBL FOR TFC
via REBLO",H24,To facilitate flight planning of arrival traffic via REBLO,,UG,30 OCT 2020
UK5552,UKHK,,"DEKAD, PEKIT",,H24,To facilitate flight planning for arrival.,,UK,27 NOV 2020
ES5546,ESGG,ARQUS,,"NOT AVBL FOR TFC
Above FL095 ARR ESGG
1. Except
a. via NILEN L617 ARQUS
b. DEP GOTHENBURG_AREA
2. Via EKDKCTA",H24,"To facilitate correct ARR traffic flow
Goteborg TMA",,ES,25 DEC 2020
EG5722,EGBB/EGBE,AMPIT1B,,"ONLY AVBL FOR TFC
Via ENDEQ Q36 EPOXI",H24,Structural  - To ensure traffic connects via the appropriate STAR. ,,EG,22 JAN 2021
EG5724,EGBB/EGBE,WAL1B,,"NOT AVBL FOR TFC
1. Via MAKUX
2. Via (BOFUM, ENDEQ, LIFFY) above FL145 in EG",H24,"To ensure traffic connects via the appropriate STAR. 
1. This traffic shall file instead via the MAKUX STAR.
2. This traffic shall file via the MALUD/AMPIT STARs.",,EG,22 JAN 2021
LSED5500,EDTD,,DONET,"ONLY AVBL FOR TFC
1. via AMRUP DCT DONET
2. via ZUE DCT DONET
3. via TINOX DCT DONET",H24,"1. To provide connectivity from BASEL_GROUP to EDTD.
2. To provide connectivity from LSZH and LSMD to EDTD.
3. To provide connectivity from EDTM to EDTD.",,"LS, ED",03 DEC 2020
LH5516,LHBP,ULZAK,,"COMPULSORY FOR TFC
Via KOPRY
this-traffic-shall-file KOPRY DCT ULZAK",H24,"FRA Arrival Connecting Route
",,LH,25 DEC 2020
LH5517,LHBP,VAJDI,,"COMPULSORY FOR TFC
1. DEP LOWW via ARSIN DCT OGVUN DCT VAJDI below FL155
2. Via GOTAR/DIMLO and-then SIRDU DCT OGVUN DCT VAJDI",H24,"FRA Arrival Connecting Route
",,LH,25 DEC 2020
LH5518,LHBP,BETED,,"COMPULSORY FOR TFC
Via LHCCNORTH except via (DEMOP)
this-traffic-shall-file RIGSA DCT BETED",H24,"FRA Arrival Connecting Route
",,LH,25 DEC 2020
LH5519,LOWW,NATEX,,"COMPULSORY FOR TFC
1. Via LONLA/PARAK and-then then BALUX DCT TORNO DCT NATEX
2. Via LR and-then LH and-then BALUX DCT TORNO DCT NATEX
3. Via KEKED and-then TORNO DCT NATEX",H24,"FRA Arrival Connecting Route
",,LH,25 DEC 2020
LH5520,LZIB,XOMBA,,"COMPULSORY FOR TFC
1.Via  KOPRY/TONDO/BAREB and-then JOZEP DCT PUCOG DCT BODZA DCT XOMBA
2. via LHCCEAST
   This traffic shall file BALUX DCT BODZA DCT XOMBA",H24,"FRA Arrival Connecting Route
",,LH,25 DEC 2020
LH5522,LHKE,,ILHAK,"COMPULSORY FOR TFC
Via ANEXA DCT EMBUT DCT ILHAK",H24,"FRA Arrival Connecting Route
",,LH,25 DEC 2020
LH5523,LHKE,,ERGUZ,"COMPULSORY FOR TFC
Via EDEMU DCT LAHOR DCT PEJKO DCT ERGUZ",H24,"FRA Arrival Connecting Route
",,LH,25 DEC 2020
LF5988,LFKJ,,TEREZ/POULP,"NOT AVBL FOR TFC
1.acft-eqpt(D1,D2,O1,O2)
2.via LFMMAJ",H24,"For traffic not able to perform RNAV1 (GNSS) STAR.
",,LF,22 JAN 2021
LF5989,LFKJ,,NEGAT/RUBAS/VAREK/LONSU,"NOT AVBL FOR TFC
acft-eqpt(D1,D2,O1,O2)",H24,For traffic not able to perform RNAV1 (GNSS) STAR.,,LF,22 JAN 2021
LF5567,LFKJ,,BEBEV,"ONLY AVBL FOR TFC
1.DEP LFKC
2.not-acft-eqpt(D1,D2,O1,O2) via TORTU DCT BEBEV",H24,"1.Close AD connection
2.For traffic not able to perform RNAV1 (GNSS) STAR.",,LF,22 JAN 2021
LF5990,LFHP,,LERGA/MEN/MEZIN/MINDI,,H24,Airport Connectivity,,LF,22 JAN 2021
LF5992,LFHX,,BELEP/CFA/MOU/RISUN,,H24,Airport connectivity,,LF,22 JAN 2021
LF5548,LFLO,,LESPI/CFA,,H24,Airport connectivity,,LF,22 JAN 2021
LS5560,LSHL,,"ME104,ZC700, UMTOP, HL704","ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connectivity from LFN to hospital,,LS,19 MAR 2021
LS5589,LSHA,,"LS600, UMTOP, LS602","ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connection between LFN and hospital.,,LS,19 MAR 2021
LS5591,LSNO,,"UMTOP, LS602","ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connection between LFN and heliport.,,LS,19 MAR 2021
EN5545,ENZV,,"IDIPI,KUNEM,RIVEX,
ROPNO,UNBUD,UPDER","NOT AVBL FOR TFC
acft-eqpt (D1,D2,D3,D4,O1,O2,O3,O4)
with-rfl-above FL095
except 
1. acft-type F70/F100
2. Flt-type X",H24,RNAV1/RNP1 equipped flights shall file via published STAR if RFL above FL095,,EN,22 JAN 2021
EN5540,ENCN,,"AMSEV,LANTI,OSVAL,PEVEB,RASVI,TIPSO","NOT AVBL FOR TFC
acft-eqpt (D1,D2,D3,D4,O1,O2,O3,O4)
with-rfl-above FL095
except 
1. acft-type F70/F100
2. Flt-type X",H24,RNAV1/RNP1 equipped flights shall file via published STAR if RFL above FL095,,EN,22 JAN 2021
EN5532,ENGM,,"ADOPI,BELGU,ESEBA,INREX,LUNIP,RIPAM","NOT AVBL FOR TFC
acft-eqpt (D1,D2,D3,D4,O1,O2,O3,O4)
with-rfl-above FL095
except flt-type X",H24,RNAV1/RNP1 equipped flights shall file via published STAR if RFL above FL095,,EN,22 JAN 2021
EN5534,ENRY,,"BAMIX,ESOSI,REGMA,ULMUG,VATEX","NOT AVBL FOR TFC
acft-eqpt (D1,D2,D3,D4,O1,O2,O3,O4)
with-rfl-above FL095
except flt-type X",H24,RNAV1/RNP1 equipped flights shall file via published STAR if RFL above FL095,,EN,22 JAN 2021
EN5536,ENTO,,"BAMIX,ESOSI,REPKU,ULMUG,VATEX","NOT AVBL FOR TFC
acft-eqpt (D1,D2,D3,D4,O1,O2,O3,O4)
with-rfl-above FL095
except flt-type X",H24,RNAV1/RNP1 equipped flights shall file via published STAR if RFL above FL095,,EN,22 JAN 2021
EN5542,ENVA,,"MIVSO,NELSU,NUPGO,VEVOD","NOT AVBL FOR TFC
acft-eqpt (D1,D2,D3,D4,O1,O2,O3,O4)
with-rfl-above FL095
except flt-type X",H24,RNAV1/RNP1 equipped flights shall file via published STAR if RFL above FL095,,EN,22 JAN 2021
LF5996,LFLU,,AGREV/AMIKO/MTL/ROMAM,,H24,Airport connectivity,,LF,22 JAN 2021
UK5547,UKHS,,"LUMAT, UDVIR, IZERA",,H24,To facilitate flight planning for arrival.,,UK,19 FEB 2021
UK5554,UKKG,,"KOSNA, MIMKO, GODOD",,H24,To facilitate flight planning for arrival.,,UK,19 FEB 2021
EN5573,ENBO    ,RANUM,RANUM,"ONLY AVBL FOR TFC
DEP ENRA/ENMS/ENST/ENBN",H24,To facilitate correct ARR traffic flow,,EN,19 FEB 2021
EN5567,ENTC,"LURAP,SJA",,"NOT AVBL FOR TFC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped",H24,To facilitate correct ARR traffic flow,,EN,19 FEB 2021
EN5578,ENTC,GILGU,,"NOT AVBL FOR TFC
Flight type S
Except 
1. DEP ENAN
2. VIA ENOBOA",H24,To facilitate correct ARR traffic flow,,EN,19 FEB 2021
LH5515,LHBP,KEZAL,,"COMPULSORY FOR TFC
1. Via PARAK
2. Via LRBBCTA/LRARTMA",H24,"FRA Arrival Connecting Route
",,LH,25 JAN 2021
LF5998,LFTZ/MD,,INLOV,"ONLY AVBL FOR TFC
not-acft-eqpt(D1,D2,O1,O2)
1. via VEVAR DCT GAPDO DCT AMGEL DCT MIKRU DCT OTOKE DCT INLOV
2. via BORDI DCT AMGEL DCT MIKRU DCT OTOKE DCT INLOV
3. via KERIT DCT KOKIN DCT INLOV
4. dep LFKC with-rfl-below FL125 
via SODRI DCT KOKIN DCT INLOV",H24,AIrport connectivity,,LF,19 FEB 2021
EB5506,"EBAW,EBBR,EBMB",,ELSIK,"ONLY AVBL FOR TFC
DEP EHEH",H24,To allow shorter connection between EHEH and EBBR/AW/MB ,,EB,19 MAR 2021
EB5500,EBKT,,"FERDI,LEQ,LL,MAK,MRV",,H24,To allow connection from EBKT via specific waypoints.,,EB,19 MAR 2021
EP5532,EPMO,NUBLI,,"NOT AVBL FOR TFC
arr EPMO",H24,"EPMO STAR procedure starting at point NUBLI can only be assigned by ATC on tactical level. It is not possible to plan arrival to EPMO via point NUBLI. EPMO arrivals from south direction should be planed via point LOGDA. Depends on traffic situation, on tactical level mentioned EPMO arrivals may be redirected by ATC to use NUBLI arrival instead of LOGDA arrival.",,EP,19 MAR 2021
LF5630,LFEV,,RLP / LUL / DJL,,H24,Airport connectivity,,LF,19 MAR 2021
LP5506,LPPS,,MARCU,"ONLY AVBL FOR TFC
DEP LPMA",H24,to offer a connection,,LP,26 FEB 2021
LP5507,LPMA,,PILIM,"ONLY AVBL FOR TFC
DEP LPPS",H24,to offer a connection,,LP,26 FEB 2021
GC5507,GCLA,,HIE,"ONLY AVBL AND COMPULSORY FOR TFC
via ROSTA",H24,"Traffic allocation within Canarias TMA
No STAR available, expect routing via HIE-ARACO.
",,GC,19 MAR 2021
EB5513,EBBR / EBMB,"ARVOL, BATTY, BEKEM, KOK, LNO,  TULNI, WOODY",,"COMPULSORY FOR TFC
with RFL above FL065
except ARR EBBR/EBMB 
via
1. ELSIK
2. LIPNI DCT FLO",H24,"Traffic shall use SIDs and STARs where available, with some exceptions",,EB,19 MAR 2021
EB5514,EBCI,"ARVOL, BATTY, CIV, KOK, LNO, NIK",,"COMPULSORY FOR TFC
with RFL above FL065",H24,Traffic shall use SIDs and STARs where available.,,EB,19 MAR 2021
EN5575,ENBO,ARDUX,ARDUX,"ONLY AVBL FOR TFC
DEP ENAN, ENLK, ENSK, ENRS, ENSH",H24,To facilitate correct ARR traffic flow,,EN,19 MAR 2021
EB5518,EBLG,"LNO, GESLO, CIV, KOK, NIK",,"COMPULSORY FOR TFC
with-rfl-above FL065",H24,Traffic shall use SIDs and STARs where available.,,EB,19 MAR 2021
EB5519,EBOS,"COA, DENUT, FERDI, KOK",,"COMPULSORY FOR TFC
with-rfl-above FL065",H24,Traffic shall use SIDs and STARs where available.,,EB,19 MAR 2021
EN5582,ENBO,,RILUN,"ONLY AVBL FOR TFC
DEP ENRA, ENMS, ENST",H24,To facilitate correct ARR traffic flow,,EN,19 MAR 2021
EB5520,EBAW,"BATTY, LNO, ARVOL,TULNI, KOK, WOODY",,"COMPULSORY FOR TFC
with-rfl-above FL065",H24,Traffic shall use SIDs and STARs where available.,,EB,19 MAR 2021
LF5623,"LFLB,LFLP",,EKNOS,"ONLY AVBL FOR TFC
DEP LFHV, LFLN, LFLM",H24,To facilitate flightplanning,,LF,16 APR 2021
EG5750,EGKB/EGLC,SOVAT1C,,"COMPULSORY FOR TFC
ARR (EGKB, EGLC)
Above FL095
Via (RATUK, SOVAT)",H24,To enforce correct STAR.,,EG,16 APR 2021
LS5593,LSZH,TRA1A,,"ONLY AVBL FOR TFC
DEP EDTD",H24,To facilitate flight planning from EDTD to LSZH and avoid inventive flight planning,,LS,25 MAR 2021
EN5585,ENDU,,BDF,"ONLY AVBL FOR TFC
DEP ENDU,ENEV,ENTC",H24,"To facilitate correct ARR traffic flow
",,EN,28 MAR 2021
EN5587,ENEV,,EVD,"ONLY AVBL FOR TFC
DEP ENDU,ENEV",H24,"To facilitate correct ARR traffic flow
",,EN,28 MAR 2021
EN5592,ENTC,,"ATWEG,BARVI,DIBDI,GILGU,KIIKA,LOMVI,LURAP,MANKI,SJA","NOT AVBL FOR TFC
acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)
with-rfl-above FL095
except  flt-type X",H24,RNAV1/RNP1 equipped flights shall file via published STAR if RFL above FL095,,EN,28 MAR 2021
EN5593,ENDU,,"ANDOR,BARVI,LAVNA,REPGA,ROSKO,RUSST,SIRMO,TRO,TULDA,XAPAN","NOT AVBL FOR TFC
acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)
with-rfl-above FL095
except  flt-type X",H24,RNAV1/RNP1 equipped flights shall file via published STAR if RFL above FL095,,EN,28 MAR 2021
EN5594,ENEV,,"ELDUR,EVANI,GILEN,LAVNA,OSKUB,PENNO,PIKOX","NOT AVBL FOR TFC
acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)
with-rfl-above FL095
except  flt-type X",H24,RNAV1/RNP1 equipped flights shall file via published STAR if RFL above FL095,,EN,28 MAR 2021
LF5775,LFTW,CM,,"NOT AVBL FOR TFC
DEP LFMA",H24,Connection to nearby AD. This traffic shall file via LACAZ G701 MTG Y341 SALIN Y25 MARRI,,LF,14 MAY 2021
LF5772,LFMN,,AMFOU,"ONLY AVBL FOR TFC
via ROLIR DCT AMFOU",H24,Airport connection to night time fuel saving route,,LF,14 MAY 2021
LR5580,LRIA,,LESVO,"NOT AVBL FOR TFC
ARR LRIA",H24,To facilitate FRA operations,,LR,11 JUN 2021
LR5561,LRSV,,SCV,"NOT AVBL FOR TFC
ARR LRSV
Except:
1. Via BUKOV DCT SCV
2. Via HUMOR DCT SCV",H24,To facilitate FRA operations,,LR,11 JUN 2021
LY5513,LYBE,GAZON,,"COMPULSORY FOR TFC
via (OKANA, RAXAD, UDVAR)",H24,To preserve segregation of arriving and departing and unnecessary crossings of arriving flows for LYBE in SECSI FRA.,,LY,14 MAY 2021
LY5519,LYBE,TISAK,,"ONLY AVBL FOR TFC
via (KEROP, PARAK)",H24,To preserve segregation of arriving and departing flows for LYBE in SECSI FRA.,,LY,14 MAY 2021
LY5520,LYBE,OSVIX,,"COMPULSORY FOR TFC
via (ANASA, UTEKA)",When LYTR106 or LYTR106Z is not active,To preserve segregation of arriving and departing and unnecessary crossings of arriving flows for LYBE in SECSI FRA.,,LY,14 MAY 2021
EN5596,ENZV,,EVOLO / UTERU,"ONLY AVBL FOR TFC
acft-type helicopter",H24,To facilitate correct ARR traffic flow,,EN,11 JUN 2021
LE5723,LEAL,GERVU,,"COMPULSORY FOR TFC
via BAVER",H24,Traffic allocation in LECB,,LE,11 JUN 2021
EP5528,EPPW    ,,"EMFED, MASIV, OVCAB","COMPULSORY FOR TFC
arr EPPW
----------
Not available for traffic arr EPPW with RFL above FL065 except
1. via DENKO DCT UPCET DCT IDEXU DCT EMFED
2. via DEKUT DCT UPCET DCT IDEXU DCT EMFED
3. via BIBKA DCT OVCAB
4. via DIBLO and-then INDIG and-then MASIV
5. via UTOLU and-then INDIG and-then MASIV
6. via VAGON DCT OLLEW DCT MASIV
7. via XIDNA DCT OLLEW DCT MASIV
8. via KELOD DCT NILPU DCT OLLEW DCT MASIV",H24,To add arrival connections for EPPW,"Please note that EPWW arrivals must be planned via one of the specified mandatory feeding routes (via DCT segments and/or RNAV routes).
Feeding routes are mandatory for all flights with cruising level above FL065.",EP,29 MAY 2021
EP5535,EPPW,,DIPKI,"ONLY AVBL FOR TFC
dep. EPKS",H24,To allow shorter connection between EPPW and EPKS,,EP,29 MAY 2021
LF5781,LFMT,,FJR,"ONLY AVBL FOR TFC
dep LFMK/ML/MP/MS/MT/MU/NG",H24,To enable connectivity to LFMT from nearby aerodromes,,LF,09 JUL 2021
LF5783,LFMT,,BALRU,"ONLY AVBL FOR TFC
dep LFMP/MT/MU",H24,To enable connectivity to LFMT from nearby aerodromes,,LF,09 JUL 2021
LF5785,LFMP,,PPG,"ONLY AVBL FOR TFC
dep LFMT",H24,To enable connectivity from LFMT,,LF,09 JUL 2021
LF5788,LFMT,,AKUNU,"ONLY AVBL FOR TFC
dep LFMP",H24,To enable connectivity to LFMT from nearby airport,,LF,09 JUL 2021
LF5789,LFMT,,ZR,"ONLY AVBL FOR TFC
dep LFMK",H24,To enable connectivity to LFMT ,,LF,09 JUL 2021
EG5758,EGPI,,BELZU/TOBMO,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021
EG5759,EGPG,,BLACA,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021
EG5760,EGPL,,RUGID/STN,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021
EG5761,EGPN,,GOMOT,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021
EG5762,EGAE,,LUTOV/TIR,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity for EGAE arrivals from FRA.,,EG,29 OCT 2021
EG5763,EGAE,,MAC,,H24,To enable connectivity for both low level arrivals and arrivals from EGPXFRA.,,EG,29 OCT 2021
EG5764,EGEO,,STN/MAC/PTH/RIMOL,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity for EGEO arrivals from FRA.,,EG,29 OCT 2021
EG5765,EGPT,,GOMOT,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity for EGPT arrivals from FRA.,,EG,29 OCT 2021
EG5766,EGQL,,GOMOT,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity for EGQL arrivals from FRA.,,EG,29 OCT 2021
EG5767,EGQS,,BALID/MONAV/NEVIS/ORSUM,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity for EGQS arrivals from FRA.,,EG,29 OCT 2021
EG5768,EGPF,,LOMON,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021
EG5769,EGNC,,TRN,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021
EGEI5503,EIDL,,RUBEX,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,"EG, EI",29 OCT 2021
EG5727,EGBB/EGBE,MAKUX2B,,"NOT AVBL FOR TFC
acft-eqpt not (D1, D2, D3, D4, O1, O2, O3, O4)",H24,Structural -  To ensure traffic connects via the appropriate STAR. Arrivals via MAKUX which are not RNAV1 equipped shall file the MALUD1B STAR,,EG,06 AUG 2021
LE5759,LEBG,DGO,,"NOT AVBL FOR TFC
VIA VASUM, MIRPO",H24,"To force arriving traffic into lower ATS routes. Traffic should file:
- PPN G52 DGO
- PPN UM299 VRA W71 AMGAR",,LE,07 JUL 2021
LF5824,LFKC,,BTA,"ONLY AVBL FOR TFC
DEP LFKG/ KS",H24,to enable connection to nearby aerodromes,,LF,03 SEP 2021
LF5825,LFKC,,CV,"ONLY AVBL FOR TFC
DEP LFKJ",H24,to enable connection to nearby airport,,LF,03 SEP 2021
EG5528,EGKB,,RAVSA,"ONLY AVBL FOR TFC
1. via RINTI",H24,To ensure correct traffic orientation ,,EG,06 AUG 2021
EG5529,EGLC,,RAVSA,"ONLY AVBL FOR TFC
1. via RINTI",H24,To ensure correct traffic orientation.,,EG,06 AUG 2021
LY5507,LYPG,LASTI,,"ONLY AVBL FOR TFC
1. via PINUK
2. DEP LYTV",H24,To preserve segregation of arriving and departing flows for LYPG in SECSI FRA,,LY,29 OCT 2021
LY5510,LYTV,POD,,"ONLY AVBL FOR TFC
via (OSLUD, RETRA), LYBAW",H24,To preserve segregation of arriving and departing flows for LYTV in SECSI FRA,,LY,29 OCT 2021
LY5509,LYTV,TAZ,,"ONLY AVBL FOR TFC
via (LDZOS, LDDUTMA)",H24,To preserve segregation of arriving and departing flows for LYTV in SECSI FRA,,LY,29 OCT 2021
LY5524,LYTV,PINUK,,"ONLY AVBL FOR TFC
via LIBBCTA",H24,To preserve segregation of arriving and departing flows for LYTV in SECSI FRA,,LY,29 OCT 2021
LY5525,LYTV,LASTI,,"ONLY AVBL FOR TFC
1. via RODON
2. DEP LYPG",H24,To preserve segregation of arriving and departing flows for LYTV in SECSI FRA,,LY,29 OCT 2021
LY5526,LYPG,MOJ,,"ONLY AVBL FOR TFC
via OSLUD, LYBAW",H24,To preserve segregation of arriving and departing flows for LYPG in SECSI FRA,,LY,29 OCT 2021
LY5527,LYPG,BIGLO,,"ONLY AVBL FOR TFC
via (LDZOS, LDDUTMA)",H24,To preserve segregation of arriving and departing flows for LYPG in SECSI FRA,,LY,29 OCT 2021
LY5528,LYPG,RETRA,,"ONLY AVBL FOR TFC
via LAAACTA",H24,To preserve segregation of arriving and departing flows for LYPG in SECSI FRA,,LY,29 OCT 2021
LF5819,LFMD/LFMN/LFTZ,LONSU,,"COMPULSORY FOR TFC
Via CORSI/GOPAT/MADKA/OKIVA/POULP/TEREZ",H24,Flow Organization,,LF,17 JUL 2021
UK5512,UKBB,KONIP,,"ONLY AVBL AND COMPULSORY FOR TFC
via LUKOL, MIMKO
This traffic shall file
[LUKOL T515 SOVOK L76], [MIMKO T219] KONIP",H24,FRA Arrival Connecting Route,,UK,01 OCT 2021
UK5510,UKBB,GOTAP,,"ONLY AVBL AND COMPULSORY FOR TFC
via LULAP P142 GOTAP",H24,FRA Arrival Connecting Route,,UK,01 OCT 2021
UK5511,UKBB,VEBIX,,"ONLY AVBL AND COMPULSORY FOR TFC
via  PEKIT, NIKIG 
This traffic shall file
[PEKIT L67], [NIKIG P749] VEBIX",H24,FRA Arrival Connecting Route,,UK,01 OCT 2021
UK5541,UKKK,CY,,"ONLY AVBL AND COMPULSORY FOR TFC
via PEKIT, NIKIG, LUKOL, MIMKO
This traffic shall file
[PEKIT L67 VEBIX P749], [NIKIG P749 VEBIX P749], [LUKOL T515 SOVOK L76], [MIMKO T219 KONIP L76] CY",H24,FRA Arrival Connecting Route,,UK,01 OCT 2021
UK5544,UKKK,GOTAP,,"ONLY AVBL AND COMPULSORY FOR TFC
via LULAP P142 GOTAP",H24,FRA Arrival Connecting Route,,UK,01 OCT 2021
LF5826,LFKC,,NORKA,"ONLY AVBL FOR TFC
DEP LFKB/KC/KT",H24,To enable connection to nearby airports ,,LF,03 SEP 2021
EG5723,EGBB/EGBE,MALUD1B,,"NOT AVBL FOR TFC
1. Via MAKUX
    acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)
2. Via ALAVA",H24,Structural -  To ensure traffic connects via the appropriate STAR. This traffic shall file instead via the MAKUX or AMPIT STARs. Arrivals via MAKUX which are not RNAV1 equipped shall file the MALUD1B STAR,,EG,06 AUG 2021
LR5548,LRCV,,PEMOK,"NOT AVBL FOR TFC
ARR LRCV
Except
Via VAMON DCT/T285  PEMOK",H24,"To facilitate FRA operations
To provide connectivity to AD with no published STAR",,LR,04 AUG 2021
LR5549,LRCV,,PANZU,"NOT AVBL FOR TFC
ARR LRCV
Except
Via NAVOD DCT/T226 PANZU",H24,"To facilitate FRA operations
To provide connectivity to AD with no published STAR",,LR,04 AUG 2021
LR5560,LRSV,,TOMUC,"NOT AVBL FOR TFC
ARR LRSV
Except
Via ARPIG DCT/P133 TOMUC",H24,"To facilitate FRA operations
To provide connectivity to AD with no published STAR",,LR,04 AUG 2021
LR5538,LRBC,REDKU,,"NOT AVBL FOR TFC
ARR LRBC
Except
Via MIKVI DCT/Z650 REDKU",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5539,LRBC,KENUX,,"NOT AVBL FOR TFC
ARR LRBC
Except
Via FOCSA DCT/T74 KENUX",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5540,LRBC,MOLID,,"NOT AVBL FOR TFC
ARR LRBC
Except
Via POGAV DCT/Z650 MOLID",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5541,LRBC,MIRON,,"NOT AVBL FOR TFC
ARR LRBC
Except
Via ABOLO DCT/T74 MIRON",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5543,LRBM,,GUNKA,"NOT AVBL FOR TFC
ARR LRBM
Except
Via RUMUK DCT/T995 GUNKA",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5544,LRBM,,UBASA,"NOT AVBL FOR TFC
ARR LRBM
Except
Via REPTO DCT/T33 UBASA",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5545,LRBM,,SOMET,"NOT AVBL FOR TFC
ARR LRBM
Except
Via SAT DCT/T33 SOMET",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5551,LRIA,,ARPIG,"NOT AVBL FOR TFC
ARR LRIA
Except
Via TOMUC DCT/P133 ARPIG",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5556,LRSM,,JIBOU,"NOT AVBL FOR TFC
ARR LRSM
Except
Via ANAVU DCT/T90 JIBOU",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5558,LRSM,,SOMET,"NOT AVBL FOR TFC
ARR LRSM
Except
Via UBASA DCT/T33 SOMET",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5563,LRTC,,DANUL,"NOT AVBL FOR TFC
ARR LRTC
Except
Via PILAT DCT/T77 DANUL",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5564,LRTC,,TURIR,"NOT AVBL FOR TFC
ARR LRTC
Except
Via CETUL DCT/L130 TURIR",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5542,LRBC,ANTAL,,"NOT AVBL FOR TFC
ARR LRBC
Except
Via ADMEC DCT/T4 ANTAL",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5546,LRBM,,TAFRO,"NOT AVBL FOR TFC
ARR LRBM
Except
Via OKLIV DCT/T995 TAFRO",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5500,LROP,TOSVI,,"NOT AVBL FOR TFC
ARR LROP
Except
1. Via IRLOX DCT BIVBU DCT TOSVI
2. Via LAMIT DCT TOSVI
3. Via VELIP DCT TOSVI
4. Via PEMOK DCT/T899 TOSVI",H24,To facilitate correct ARR traffic flow towards LROP,,LR,04 AUG 2021
LR5547,LRCV,,TITEK,"NOT AVBL FOR TFC
ARR LRCV
Except
1. Via OVDOT DCT/T139 TITEK
2. Via LAMIT DCT/Z938 TITEK",H24,"To facilitate FRA operations
To provide connectivity to AD with no published STAR",,LR,04 AUG 2021
LR5550,LRIA,,ABOLO,"NOT AVBL FOR TFC
ARR LRIA
Except
Via GUXVA DCT/T74 ABOLO",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5553,LROD,,RUPUG,"NOT AVBL FOR TFC
ARR LROD
Except
Via CONWI DCT/Y559 RUPUG",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5554,LROD,,TUVNU,"NOT AVBL FOR TFC
ARR LROD
Except
Via AGMEL DCT/M423 TUVNU",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5581,LROD,,ORXIK,"NOT AVBL FOR TFC
ARR LROD
Except 
Via OBARA DCT/Z941 ORXIK",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5582,LROD,,BAVMA,"NOT AVBL FOR TFC
ARR LROD
Except 
Via BUXLE DCT/Z942 BAVMA",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5555,LRSM,,TISAD,"NOT AVBL FOR TFC
ARR LRSM
Except
1. Via ROMAG DCT/M423 TISAD
2. Via KARIL DCT/Z949 TISAD",H24,To facilitate FRA operations,,LR,04 AUG 2021
