Restriction Id,Flow Routing Element Type,Flow Routing Element Id From,Flow Routing Element Id To,Flow Routing Element Id,Lower Vertical Limit,Upper Vertical Limit,FRA Point Type
EGTWTW500A,,NULL,NULL,NULL,NULL,NULL,NA
LJMB100A,,NULL,NULL,NULL,NULL,NULL,NA
LBLBSF500A,,NULL,NULL,NULL,NULL,NULL,NA
GCGC660A,,NULL,NULL,NULL,NULL,NULL,NA
LP100A,,NULL,NULL,NULL,NULL,NULL,NA
LILI500D,PT,NULL,NULL,ABADI,225,305,EX
BL100A,PT,NULL,NULL,ABERO,NULL,NULL,I
LILI500D,PT,NULL,NULL,ABIDU,225,305,EX
LI100A,PT,NULL,NULL,ABKON,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,ABKUL,NULL,NULL,I
SECLZ500A,PT,NULL,NULL,ABLOM,NULL,NULL,EX
LMLM500D,PT,NULL,NULL,ABNAT,NULL,NULL,EX
UK100A,PT,NULL,NULL,ABSON,NULL,NULL,I
DUWDUE500A,PT,NULL,NULL,ABTAL,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,ABTAM,NULL,NULL,I
SECSI100A,PT,NULL,NULL,ABTAN,NULL,NULL,I
LR100A,PT,NULL,NULL,ABTER,NULL,NULL,I
UK100A,PT,NULL,NULL,ABUGA,NULL,NULL,I
LILI500A,PT,NULL,NULL,ABUKI,225,305,EX
EGTTW100A,PT,NULL,NULL,ACCOP,NULL,NULL,I
LFBB100A,PT,NULL,NULL,ADATU,NULL,NULL,I
LILI500A,PT,NULL,NULL,ADEXI,195,305,EX
LILI500D,PT,NULL,NULL,ADEXI,195,305,EX
UGUD100A,PT,NULL,NULL,ADILA,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ADMEC,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,ADNUM,NULL,NULL,I
LELPPC500A,PT,NULL,NULL,ADORO,245,999,EX
LILI500A,PT,NULL,NULL,ADREN,225,305,EX
LR100A,PT,NULL,NULL,ADUKU,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ADVER,NULL,NULL,I
LFBB100A,PT,NULL,NULL,AFRIC,NULL,NULL,I
LELPPC500A,PT,NULL,NULL,AGADO,245,999,EX
EGTTW100A,PT,NULL,NULL,AGCAT,NULL,NULL,I
LE100A,PT,NULL,NULL,AGENA,NULL,NULL,I
LG100A,PT,NULL,NULL,AGISA,NULL,NULL,I
UG100A,PT,NULL,NULL,AGISO,NULL,NULL,I
LILI500A,PT,NULL,NULL,AGNIS,225,305,EX
LI100A,PT,NULL,NULL,AGOMO,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,AKOKU,NULL,NULL,I
UKUK500D,PT,NULL,NULL,AKONA,165,275,EX
EDUU100E,PT,NULL,NULL,AKOSI,NULL,NULL,I
LILI500A,PT,NULL,NULL,ALAXI,225,305,EX
LILI500D,PT,NULL,NULL,ALAXI,225,305,EX
LE100A,PT,NULL,NULL,ALCOL,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,ALELU,NULL,NULL,EX
LELE500D,PT,NULL,NULL,ALEPO,NULL,NULL,EX
EGTTW100A,PT,NULL,NULL,ALHUP,NULL,NULL,I
LM100A,PT,NULL,NULL,ALIXA,NULL,NULL,I
NEEG501A,PT,NULL,NULL,ALOTI,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,ALOXU,NULL,NULL,I
LC100A,PT,NULL,NULL,ALSUS,NULL,NULL,I
BL100A,PT,NULL,NULL,ALUKA,NULL,NULL,I
EP100A,PT,NULL,NULL,ALUKA,NULL,NULL,I
LE100A,PT,NULL,NULL,AMAKA,NULL,NULL,I
LI100A,PT,NULL,NULL,AMANO,NULL,NULL,I
YX100A,PT,NULL,NULL,AMICH,NULL,NULL,I
UKODS100A,PT,NULL,NULL,AMNEZ,275,999,I
DUWDME501A,PT,NULL,NULL,AMOSA,NULL,NULL,EX
EPNE501A,PT,NULL,NULL,AMROR,NULL,NULL,EX
LI100A,PT,NULL,NULL,AMSED,NULL,NULL,I
GMACLP500A,PT,NULL,NULL,AMSEL,NULL,NULL,EX
LILI500A,PT,NULL,NULL,AMSOR,225,305,EX
LE100A,PT,NULL,NULL,AMTOS,NULL,NULL,I
SEESEC500A,PT,NULL,NULL,ANASA,NULL,NULL,EX
UKLU502A,PT,NULL,NULL,ANEDO,095,245,EX
LZLZ500A,PT,NULL,NULL,ANEXA,135,245,EX
LE100A,PT,NULL,NULL,ANZAN,NULL,NULL,I
EP100A,PT,NULL,NULL,APNEZ,NULL,NULL,I
YX100A,PT,NULL,NULL,APNOC,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ARCAZ,NULL,NULL,I
LMLI500A,PT,NULL,NULL,ARFOL,NULL,NULL,EX
LB100A,PT,NULL,NULL,ARGES,NULL,NULL,I
EP100A,PT,NULL,NULL,ARGIX,NULL,NULL,I
LI100A,PT,NULL,NULL,ARLES,NULL,NULL,I
LPPOLP500A,PT,NULL,NULL,ARMED,245,999,EX
BL100A,PT,NULL,NULL,ARMEX,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,ARNEN,NULL,NULL,I
EDWEBL501A,PT,NULL,NULL,ARSAP,NULL,NULL,EX
LI100A,PT,NULL,NULL,ARSIK,NULL,NULL,I
LILI500D,PT,NULL,NULL,ARSIK,225,305,EX
SEELT501A,PT,NULL,NULL,ARTAT,245,999,EX
LFBB100A,PT,NULL,NULL,ARTAX,NULL,NULL,I
LI100A,PT,NULL,NULL,ARVOD,NULL,NULL,I
LILI500A,PT,NULL,NULL,ARVOD,225,305,EX
YXEDUW500A,PT,NULL,NULL,ASBON,NULL,NULL,EX
NEBL500A,PT,NULL,NULL,ASKOR,NULL,NULL,EX
LUSEE500A,PT,NULL,NULL,ASKUT,285,999,EX
EDUU100N,PT,NULL,NULL,ASMIG,NULL,NULL,I
LR100A,PT,NULL,NULL,ASNEL,175,245,I
LE100A,PT,NULL,NULL,ASPAS,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ASTEL,NULL,NULL,I
LI100A,PT,NULL,NULL,ASTIG,NULL,NULL,I
LILI500A,PT,NULL,NULL,ASTIG,225,305,EX
LILI500D,PT,NULL,NULL,ASTIG,225,305,EX
LGNSEE500A,PT,NULL,NULL,ATFIR,245,305,EX
SEEUK500A,PT,NULL,NULL,ATREK,NULL,NULL,EX
EISN100A,PT,NULL,NULL,ATSUR,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,ATWEG,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,AVTIC,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,AVZAC,NULL,NULL,I
SEELT501A,PT,NULL,NULL,AYTEK,245,999,EX
EDSDUW500A,PT,NULL,NULL,BABEG,NULL,NULL,EX
UKODS100A,PT,NULL,NULL,BABIN,275,999,I
LZBL500A,PT,NULL,NULL,BABKO,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BACAM,NULL,NULL,I
LOEDMS500A,PT,NULL,NULL,BADIT,NULL,NULL,EX
BL100A,PT,NULL,NULL,BADNO,NULL,NULL,I
LFRWEG501A,PT,NULL,NULL,BADUR,NULL,NULL,EX
UMMVBL500A,PT,NULL,NULL,BADUS,095,999,EX
LILI500D,PT,NULL,NULL,BAGIX,225,305,EX
YX100A,PT,NULL,NULL,BAGOS,NULL,NULL,I
YXEK500A,PT,NULL,NULL,BAGOS,NULL,NULL,EX
UK100A,PT,NULL,NULL,BAGSA,NULL,NULL,I
LILI500A,PT,NULL,NULL,BAKRO,225,305,EX
LFRRUL500A,PT,NULL,NULL,BAKUP,NULL,NULL,EX
LFBBLU500A,PT,NULL,NULL,BALAN,NULL,NULL,EX
LZNLH500A,PT,NULL,NULL,BALAP,NULL,NULL,EX
LISEC500A,PT,NULL,NULL,BALEM,NULL,NULL,EX
LCLC500D,PT,NULL,NULL,BALMA,NULL,NULL,EX
LKPRLK500A,PT,NULL,NULL,BALTU,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BALTU,245,999,I
LILI500D,PT,NULL,NULL,BAMEK,225,305,EX
EIEGTT502A,PT,NULL,NULL,BAMLI,NULL,NULL,EX
EGPX100A,PT,NULL,NULL,BAMRA,NULL,NULL,I
EP100A,PT,NULL,NULL,BAMSO,NULL,NULL,I
EDUU100E,PT,NULL,NULL,BAMTA,NULL,NULL,I
UKSEE500A,PT,NULL,NULL,BAMUD,NULL,NULL,EX
EGTTW100A,PT,NULL,NULL,BANBA,NULL,NULL,I
EPEDUN500A,PT,NULL,NULL,BANUB,NULL,NULL,EX
UGUR500A,PT,NULL,NULL,BANUT,NULL,NULL,EX
EDWW100E,PT,NULL,NULL,BARAP,NULL,NULL,I
SEESEC500A,PT,NULL,NULL,BAREB,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,BARIT,NULL,NULL,I
GMLP500A,PT,NULL,NULL,BAROK,245,999,EX
DUWDME500A,PT,NULL,NULL,BARSU,NULL,NULL,EX
EDMDUW500A,PT,NULL,NULL,BARSU,NULL,NULL,EX
UGDUGD500A,PT,NULL,NULL,BARUS,NULL,NULL,EX
UGUG500A,PT,NULL,NULL,BARUS,NULL,NULL,EX
LILI500A,PT,NULL,NULL,BASOG,225,305,EX
NEFRAX100A,PT,NULL,NULL,BASTU,NULL,NULL,I
BLUMMV500A,PT,NULL,NULL,BATKU,095,999,EX
LBLB500A,PT,NULL,NULL,BAVGA,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,BAVIR,NULL,NULL,I
BL100A,PT,NULL,NULL,BAVNU,NULL,NULL,I
EPSELK500A,PT,NULL,NULL,BAVOK,NULL,NULL,EX
SELKEP500A,PT,NULL,NULL,BAVOK,NULL,NULL,EX
SEEDMS500A,PT,NULL,NULL,BAVRI,NULL,NULL,EX
BL100A,PT,NULL,NULL,BEDAM,NULL,NULL,I
UK100A,PT,NULL,NULL,BEDBA,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,BEDVI,NULL,NULL,I
EISN100A,PT,NULL,NULL,BEGID,NULL,NULL,I
EGPX100A,PT,NULL,NULL,BEKET,NULL,NULL,I
LILI500D,PT,NULL,NULL,BEKIV,225,305,EX
LKLK501A,PT,NULL,NULL,BEKTO,NULL,NULL,EX
LI100A,PT,NULL,NULL,BELOV,NULL,NULL,I
LTLG500A,PT,NULL,NULL,BENEM,NULL,NULL,EX
EDUU100E,PT,NULL,NULL,BERAS,NULL,NULL,I
EDUNYX500A,PT,NULL,NULL,BERIM,NULL,NULL,EX
LILI500D,PT,NULL,NULL,BERMI,225,305,EX
LI100A,PT,NULL,NULL,BEROL,NULL,NULL,I
LEGM500A,PT,NULL,NULL,BERUM,NULL,NULL,EX
LZLZ500D,PT,NULL,NULL,BERVA,135,245,EX
LB100A,PT,NULL,NULL,BESLI,NULL,NULL,I
EP100A,PT,NULL,NULL,BESOT,NULL,NULL,I
LI100A,PT,NULL,NULL,BETEN,NULL,NULL,I
LC100A,PT,NULL,NULL,BETID,NULL,NULL,I
LCLC500A,PT,NULL,NULL,BETID,NULL,NULL,EX
LILI500D,PT,NULL,NULL,BETMU,225,305,EX
LI100A,PT,NULL,NULL,BETOT,NULL,NULL,I
LILI500D,PT,NULL,NULL,BETOT,225,305,EX
UKUK500A,PT,NULL,NULL,BEVRO,075,275,EX
GMLP500A,PT,NULL,NULL,BEXAL,245,999,EX
LELE500A,PT,NULL,NULL,BEXID,NULL,NULL,EX
LILI500A,PT,NULL,NULL,BEXOR,225,305,EX
EGTTW100A,PT,NULL,NULL,BIBPE,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,BIGLO,NULL,NULL,EX
BLUMMV500A,PT,NULL,NULL,BIGLU,095,999,EX
UKODS100A,PT,NULL,NULL,BIKVA,275,999,I
EDUNEP500A,PT,NULL,NULL,BILRA,NULL,NULL,EX
EDWEEP500A,PT,NULL,NULL,BILRA,NULL,NULL,EX
EDWEEP502A,PT,NULL,NULL,BILRA,NULL,NULL,EX
EPEDWE501A,PT,NULL,NULL,BILRA,NULL,NULL,EX
EP100A,PT,NULL,NULL,BIMPA,NULL,NULL,I
BLEDWE501A,PT,NULL,NULL,BINKA,NULL,NULL,EX
EDWEEP500A,PT,NULL,NULL,BINKA,NULL,NULL,EX
LH100A,PT,NULL,NULL,BINKU,NULL,NULL,I
EDMSEC500A,PT,NULL,NULL,BIRGI,NULL,NULL,EX
LOLJLO500A,PT,NULL,NULL,BIRGI,NULL,NULL,EX
YXEDUW500A,PT,NULL,NULL,BITBU,NULL,NULL,EX
UKOUKO500D,PT,NULL,NULL,BITRU,075,275,EX
LB100A,PT,NULL,NULL,BOBVO,NULL,NULL,I
LKLK501D,PT,NULL,NULL,BODAL,NULL,NULL,EX
EGTTW100A,PT,NULL,NULL,BOGMI,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,BOKDO,NULL,NULL,I
LFSWN500A,PT,NULL,NULL,BOKNO,195,999,EX
LILI500A,PT,NULL,NULL,BOLOT,225,305,EX
LILF500A,PT,NULL,NULL,BORDI,NULL,NULL,EX
DUWDUE500A,PT,NULL,NULL,BOREP,NULL,NULL,EX
LC100A,PT,NULL,NULL,BOSIS,NULL,NULL,I
EIEGTT500A,PT,NULL,NULL,BOYNE,075,255,EX
LILI500D,PT,NULL,NULL,BRENO,225,305,EX
GC100A,PT,NULL,NULL,BRICK,NULL,NULL,I
LELE500A,PT,NULL,NULL,BRITO,NULL,NULL,EX
LHLR555Y,PT,NULL,NULL,BUDOP,NULL,NULL,EX
LILI500A,PT,NULL,NULL,BULAR,225,305,EX
BL100A,PT,NULL,NULL,BUNOS,NULL,NULL,I
LILI500D,PT,NULL,NULL,BUSER,225,305,EX
LR100A,PT,NULL,NULL,BUSES,NULL,NULL,I
LRLR500A,PT,NULL,NULL,BUSES,NULL,NULL,EX
LU100A,PT,NULL,NULL,BUSES,NULL,NULL,I
LULU500A,PT,NULL,NULL,BUSES,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BUSES,NULL,NULL,I
LBLB500A,PT,NULL,NULL,BUVAK,NULL,NULL,EX
LFFFUL500A,PT,NULL,NULL,CACHI,NULL,NULL,EX
LE100A,PT,NULL,NULL,CALCE,NULL,NULL,I
LILS500A,PT,NULL,NULL,CANNE,NULL,NULL,EX
LE100A,PT,NULL,NULL,CASPE,NULL,NULL,I
EGEGTW500A,PT,NULL,NULL,CESQA,NULL,NULL,EX
LE100A,PT,NULL,NULL,CLANA,NULL,NULL,I
LI100A,PT,NULL,NULL,COBBA,NULL,NULL,I
LFRRUL500A,PT,NULL,NULL,COQUE,NULL,NULL,EX
LFLI500A,PT,NULL,NULL,CORSI,NULL,NULL,EX
LI100A,PT,NULL,NULL,CRAYE,NULL,NULL,I
LELE500A,PT,NULL,NULL,CRETA,NULL,NULL,EX
LFRRLU500A,PT,NULL,NULL,CUDOF,NULL,NULL,EX
LFRRUL500A,PT,NULL,NULL,CUDOF,NULL,NULL,EX
EGTWEG500A,PT,NULL,NULL,DANWO,NULL,NULL,EX
LC100A,PT,NULL,NULL,DAROS,NULL,NULL,I
LC100A,PT,NULL,NULL,DASNI,NULL,NULL,I
UGUD100A,PT,NULL,NULL,DEDON,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,DEGET,NULL,NULL,I
LFBB100A,PT,NULL,NULL,DEGOL,NULL,NULL,I
EIEGTT501A,PT,NULL,NULL,DEGOS,NULL,NULL,EX
EDMESE500A,PT,NULL,NULL,DEKOV,NULL,NULL,EX
EP100A,PT,NULL,NULL,DEKUT,NULL,NULL,I
LILI500D,PT,NULL,NULL,DELER,225,305,EX
LB100A,PT,NULL,NULL,DELIN,NULL,NULL,I
LELFRR500A,PT,NULL,NULL,DELOG,195,999,EX
YXLF500A,PT,NULL,NULL,DELOM,NULL,NULL,EX
EP100A,PT,NULL,NULL,DENKO,NULL,NULL,I
SECSI100A,PT,NULL,NULL,DEPET,NULL,NULL,I
LFBB100A,PT,NULL,NULL,DEPOM,NULL,NULL,I
LFRR100A,PT,NULL,NULL,DESAB,NULL,NULL,I
LKEP501A,PT,NULL,NULL,DESEN,NULL,NULL,EX
SEEEPN500A,PT,NULL,NULL,DESEN,NULL,NULL,EX
LILI500A,PT,NULL,NULL,DESUK,225,305,EX
GCGMAC500A,PT,NULL,NULL,DESUM,NULL,NULL,EX
LPPOLP500A,PT,NULL,NULL,DETOX,245,999,EX
SECSEC500A,PT,NULL,NULL,DEVUL,NULL,NULL,EX
LM100A,PT,NULL,NULL,DEXOL,NULL,NULL,I
LMLM500A,PT,NULL,NULL,DIBAK,NULL,NULL,EX
BLUK500A,PT,NULL,NULL,DIBED,145,999,EX
UKEP500A,PT,NULL,NULL,DIBED,145,999,EX
SECSI100A,PT,NULL,NULL,DIGOT,NULL,NULL,I
LI100A,PT,NULL,NULL,DIKEM,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,DIMIS,NULL,NULL,EX
LJMBLJ500A,PT,NULL,NULL,DIMLO,NULL,NULL,EX
SEESEC500A,PT,NULL,NULL,DIMLO,NULL,NULL,EX
EYEY500A,PT,NULL,NULL,DIMTA,NULL,NULL,EX
LB100A,PT,NULL,NULL,DINEN,NULL,NULL,I
LILI500D,PT,NULL,NULL,DIPVO,225,305,EX
EDUELI501A,PT,NULL,NULL,DIRAB,NULL,NULL,EX
LR100A,PT,NULL,NULL,DIRAL,NULL,NULL,I
SECSEC500D,PT,NULL,NULL,DIRES,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,DIRIV,NULL,NULL,I
LMLM500D,PT,NULL,NULL,DIRKA,NULL,NULL,EX
LKLK501A,PT,NULL,NULL,DITIS,NULL,NULL,EX
LOLJLK501A,PT,NULL,NULL,DITIS,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,DIVAL,NULL,NULL,I
SECSI100A,PT,NULL,NULL,DIXUM,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,DIZIM,NULL,NULL,I
LMLM500D,PT,NULL,NULL,DOBIX,NULL,NULL,EX
LILI500D,PT,NULL,NULL,DOBOG,225,305,EX
SEEFRA100A,PT,NULL,NULL,DODAR,NULL,NULL,I
EDUU100W,PT,NULL,NULL,DODEN,NULL,NULL,I
LMLM500A,PT,NULL,NULL,DOKIK,NULL,NULL,EX
NEEY500A,PT,NULL,NULL,DOKOT,NULL,NULL,EX
LRLR500D,PT,NULL,NULL,DOKUD,NULL,NULL,EX
LBSEC500A,PT,NULL,NULL,DOLAP,NULL,NULL,EX
EDUESE500A,PT,NULL,NULL,DOLUP,NULL,NULL,EX
LELE500D,PT,NULL,NULL,DOPEN,NULL,NULL,EX
YX100A,PT,NULL,NULL,DOROR,NULL,NULL,I
EDUU100E,PT,NULL,NULL,DOSEL,NULL,NULL,I
LE100A,PT,NULL,NULL,DRAGO,NULL,NULL,I
LR100A,PT,NULL,NULL,DUNAV,NULL,NULL,I
EDREDR500A,PT,NULL,NULL,EBASA,NULL,NULL,EX
EDWDME500A,PT,NULL,NULL,EBASA,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,EBEKU,NULL,NULL,I
LGLG500A,PT,NULL,NULL,EBOKA,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,EDALA,NULL,NULL,I
LILI500D,PT,NULL,NULL,EDOPA,225,305,EX
BL100A,PT,NULL,NULL,EGLON,NULL,NULL,I
BL100A,PT,NULL,NULL,EKBUT,NULL,NULL,I
LFRR100A,PT,NULL,NULL,EKDAP,195,999,I
LILI500D,PT,NULL,NULL,EKDIR,225,305,EX
LI100A,PT,NULL,NULL,EKPAL,NULL,NULL,I
LILI500D,PT,NULL,NULL,EKPEB,225,305,EX
EDUU100E,PT,NULL,NULL,EKPEK,NULL,NULL,I
BL100A,PT,NULL,NULL,EKVAT,NULL,NULL,I
LI100A,PT,NULL,NULL,ELBUK,NULL,NULL,I
LILI500D,PT,NULL,NULL,ELBUK,225,305,EX
LR100A,PT,NULL,NULL,ELDET,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,ELDUR,NULL,NULL,I
BLEY500A,PT,NULL,NULL,ELEKA,NULL,NULL,EX
BL100A,PT,NULL,NULL,ELGOX,NULL,NULL,I
LMHL500A,PT,NULL,NULL,ELIMO,NULL,NULL,EX
EP100A,PT,NULL,NULL,ELKAR,NULL,NULL,I
LE100A,PT,NULL,NULL,ELKEM,NULL,NULL,I
UKUK500D,PT,NULL,NULL,ELNIK,165,275,EX
LBLB500A,PT,NULL,NULL,ELRUR,NULL,NULL,EX
LE100A,PT,NULL,NULL,ELSAP,NULL,NULL,I
UBUGUD500A,PT,NULL,NULL,ELSIV,NULL,NULL,EX
LE100A,PT,NULL,NULL,ELTAN,NULL,NULL,I
LI100A,PT,NULL,NULL,ELTAR,NULL,NULL,I
LI100A,PT,NULL,NULL,ELVIN,NULL,NULL,I
LILI500D,PT,NULL,NULL,ELVIN,225,305,EX
EDWW100E,PT,NULL,NULL,EMBOX,NULL,NULL,I
LH100A,PT,NULL,NULL,EMBUT,NULL,NULL,I
EDUU100W,PT,NULL,NULL,EMGOD,NULL,NULL,I
LMLM500A,PT,NULL,NULL,EMLAR,NULL,NULL,EX
LR100A,PT,NULL,NULL,EMPOS,175,245,I
EGTTEI501A,PT,NULL,NULL,ENJEX,NULL,NULL,EX
LILI500A,PT,NULL,NULL,ENOBA,225,305,EX
LFBB100A,PT,NULL,NULL,EQLIQ,NULL,NULL,I
SEEUK500A,PT,NULL,NULL,ERBIZ,NULL,NULL,EX
LBLB500A,PT,NULL,NULL,ERDOM,NULL,NULL,EX
UGDUGD500A,PT,NULL,NULL,EREVA,NULL,NULL,EX
LZNLH500A,PT,NULL,NULL,ERGOM,NULL,NULL,EX
LI100A,PT,NULL,NULL,ERITU,NULL,NULL,I
SECEDU501A,PT,NULL,NULL,ERKIR,NULL,NULL,EX
LILI500A,PT,NULL,NULL,ERNAM,225,305,EX
EGPXEI501A,PT,NULL,NULL,ERNAN,NULL,NULL,EX
LFRR100A,PT,NULL,NULL,ERWAN,195,999,I
LEGM500A,PT,NULL,NULL,ESAMI,NULL,NULL,EX
EDLOLJ500A,PT,NULL,NULL,ESEGA,NULL,NULL,EX
LOLJED500A,PT,NULL,NULL,ESEGA,NULL,NULL,EX
LILI500A,PT,NULL,NULL,ESODU,225,305,EX
LS100A,PT,NULL,NULL,ESOKO,NULL,NULL,I
LE100A,PT,NULL,NULL,ESPOR,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ETARO,NULL,NULL,I
GC100A,PT,NULL,NULL,ETIBA,NULL,NULL,I
EGPX100A,PT,NULL,NULL,ETIGA,NULL,NULL,I
LG100A,PT,NULL,NULL,ETILI,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ETIPA,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ETNOG,NULL,NULL,I
UK100A,PT,NULL,NULL,ETOKA,NULL,NULL,I
LILI500D,PT,NULL,NULL,ETPOK,225,305,EX
LI100A,PT,NULL,NULL,ETRIN,NULL,NULL,I
LILI500A,PT,NULL,NULL,ETRIN,225,305,EX
EP100A,PT,NULL,NULL,ETUBO,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ETUDA,NULL,NULL,I
LCLG500A,PT,NULL,NULL,EVENO,NULL,NULL,EX
EP100A,PT,NULL,NULL,EVGAG,NULL,NULL,I
LR100A,PT,NULL,NULL,EVIKA,NULL,NULL,I
LI100A,PT,NULL,NULL,EVINO,NULL,NULL,I
LGNLB500A,PT,NULL,NULL,EVIVI,175,245,EX
NEFRAX100A,PT,NULL,NULL,EVLED,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,EVRIK,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,EVRIN,NULL,NULL,I
SECSI100A,PT,NULL,NULL,EVTON,NULL,NULL,I
LI100A,PT,NULL,NULL,EVULI,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,EXMOR,NULL,NULL,I
LILI500D,PT,NULL,NULL,FASAN,225,305,EX
LE100A,PT,NULL,NULL,FENXE,NULL,NULL,I
LFRRWE500A,PT,NULL,NULL,FIFUC,195,999,EX
BL100A,PT,NULL,NULL,FONAS,NULL,NULL,I
LELE500D,PT,NULL,NULL,FORNO,NULL,NULL,EX
LM100A,PT,NULL,NULL,FORUM,NULL,NULL,I
EGPX100A,PT,NULL,NULL,FOYLE,NULL,NULL,I
LFRRWE500A,PT,NULL,NULL,FUJTI,195,999,EX
EGPX100A,PT,NULL,NULL,FYNER,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,GAKNU,NULL,NULL,I
LILI500D,PT,NULL,NULL,GAPMI,225,305,EX
LE100A,PT,NULL,NULL,GARBI,NULL,NULL,I
LILI500D,PT,NULL,NULL,GARGA,225,305,EX
LI100A,PT,NULL,NULL,GARLO,NULL,NULL,I
LGLG500A,PT,NULL,NULL,GARTA,NULL,NULL,EX
LFRR100A,PT,NULL,NULL,GATMO,195,999,I
NEUU500A,PT,NULL,NULL,GATRI,NULL,NULL,EX
BL100A,PT,NULL,NULL,GAWOR,NULL,NULL,I
LZEP500A,PT,NULL,NULL,GAWOR,NULL,NULL,EX
LH100A,PT,NULL,NULL,GAZDA,NULL,NULL,I
SECSEC500D,PT,NULL,NULL,GAZON,NULL,NULL,EX
SECSEC500A,PT,NULL,NULL,GEBNI,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,GEBNI,NULL,NULL,I
LI100A,PT,NULL,NULL,GEKBA,NULL,NULL,I
LILI500D,PT,NULL,NULL,GEKBA,225,305,EX
NEFRAX100A,PT,NULL,NULL,GEMVO,NULL,NULL,I
LG100A,PT,NULL,NULL,GENDO,NULL,NULL,I
EDUU100N,PT,NULL,NULL,GERGA,NULL,NULL,I
LILI500A,PT,NULL,NULL,GERMO,225,305,EX
LILI500D,PT,NULL,NULL,GERMO,225,305,EX
BL100A,PT,NULL,NULL,GERVI,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,GETPA,NULL,NULL,I
LI100A,PT,NULL,NULL,GIANO,NULL,NULL,I
LILI500D,PT,NULL,NULL,GIBLO,225,305,EX
LGLG500A,PT,NULL,NULL,GIKAS,NULL,NULL,EX
LGLG500D,PT,NULL,NULL,GIKAS,NULL,NULL,EX
LILI500D,PT,NULL,NULL,GIKUS,225,305,EX
BLEDWE501A,PT,NULL,NULL,GILAS,NULL,NULL,EX
EDUNEP500A,PT,NULL,NULL,GILAS,NULL,NULL,EX
EDWEBL501A,PT,NULL,NULL,GILAS,NULL,NULL,EX
LFBB100A,PT,NULL,NULL,GILUR,NULL,NULL,I
LILI500A,PT,NULL,NULL,GIMEL,225,305,EX
SECSI100A,PT,NULL,NULL,GIMIX,NULL,NULL,I
SECSI100A,PT,NULL,NULL,GINAM,NULL,NULL,I
EDMSLI500A,PT,NULL,NULL,GIRIS,NULL,NULL,EX
LI100A,PT,NULL,NULL,GIROV,NULL,NULL,I
SECSI100A,PT,NULL,NULL,GISER,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,GISOK,NULL,NULL,I
UUNE500A,PT,NULL,NULL,GISON,NULL,NULL,EX
LI100A,PT,NULL,NULL,GITRI,NULL,NULL,I
SECSI100A,PT,NULL,NULL,GLOMY,NULL,NULL,I
EDMDWE500A,PT,NULL,NULL,GOBAX,NULL,NULL,EX
YX100A,PT,NULL,NULL,GOBOT,NULL,NULL,I
LMLM500A,PT,NULL,NULL,GODAK,NULL,NULL,EX
BL100A,PT,NULL,NULL,GODMA,NULL,NULL,I
DUNDME500A,PT,NULL,NULL,GODUR,NULL,NULL,EX
BL100A,PT,NULL,NULL,GOGUS,NULL,NULL,I
LE100A,PT,NULL,NULL,GOLFO,NULL,NULL,I
